Species,Gregariousness,Water.Column,Activity,Diet,Habitat,TrophicLevel,BodySize
Monacanthus tuckeri,2,2,Day,Omnivore,coral,2,2
Monodactylus argenteus,3,2,Day,Invertivore,rock,2,3
Monotaxis grandoculis,2,2,Day,Invertivore,coral,3,5
Mugil cephalus,3,3,Day,Omnivore,sand,1,6
Mugil curema,3,3,Day,Grazer,sand,1,6
Mugil galapagensis,3,3,Day,Grazer,sand,1,4
Mulloidichthys dentatus,3,2,Day,Invertivore,sand,4,4
Mulloidichthys flavolineatus,3,2,Day,Invertivore,sand,3,4
Mulloidichthys martinicus,3,2,Day,Invertivore,sand,3,4
Mulloidichthys mimicus,3,2,Day,Invertivore,sand,4,3
Mulloidichthys vanicolensis,3,2,Day,Invertivore,sand,4,4
Mullus argentinae,2,2,Day,Invertivore,sand,3,3
Mullus surmuletus,2,2,Day,Invertivore,sand,3,4
Muraena argus,1,1,Night,Invertivore,coral,4,6
Muraena augusti,1,1,Night,Invertivore,rock,4,6
Muraena clepsydra,1,1,Night,Invertivore,coral,4,6
Muraena helena,1,1,Night,Invertivore,rock,5,6
Muraena lentiginosa,1,1,Night,Invertivore,coral,4,5
Mycteroperca bonaci,1,2,Day,Piscivore,coral,5,6
Mycteroperca fusca,1,2,Day,Piscivore,rock,5,5
Mycteroperca interstitialis,1,2,Day,Piscivore,coral,5,6
Mycteroperca olfax,1,2,Day,Piscivore,coral,5,6
Mycteroperca rosacea,1,2,Day,Piscivore,coral,5,6
Mycteroperca tigris,1,2,Day,Piscivore,coral,5,6
Mycteroperca xenarcha,1,2,Day,Piscivore,coral,5,6
Myoxocephalus scorpius,1,1,Day,Invertivore,rock,4,5
Myrichthys maculosus,1,1,Night,Invertivore,sand,4,6
Myrichthys tigrinus,1,1,Night,Invertivore,sand,3,5
Myripristis adusta,2,2,Night,Planktivore,coral,3,4
Myripristis amaena,2,2,Night,Planktivore,coral,4,3
Myripristis berndti,2,2,Night,Planktivore,coral,4,3
Myripristis earlei,2,2,Night,Planktivore,coral,4,3
Myripristis hexagona,2,2,Night,Planktivore,coral,3,3
Myripristis jacobus,2,2,Night,Planktivore,coral,4,3
Myripristis kochiensis,2,2,Night,Planktivore,coral,3,3
Myripristis kuntee,2,2,Night,Planktivore,coral,3,3
Myripristis leiognathus,2,2,Night,Planktivore,coral,3,3
Myripristis murdjan,2,2,Night,Planktivore,coral,3,5
Myripristis pralinia,2,2,Night,Planktivore,coral,3,3
Myripristis randalli,2,2,Night,Planktivore,coral,4,3
Myripristis tiki,2,2,Night,Planktivore,coral,3,3
Myripristis violacea,2,2,Night,Planktivore,coral,3,4
Myripristis vittata,2,2,Night,Planktivore,coral,4,3
Nannosalarias nativitatis,1,1,Day,Grazer,coral,1,1
Naso annulatus,1,2,Day,Grazer,coral,1,6
Naso brachycentron,3,2,Day,Omnivore,coral,2,6
Naso brevirostris,1,2,Day,Omnivore,coral,1,5
Naso caeruleacauda,3,2,Day,Omnivore,coral,1,4
Naso caesius,3,2,Day,Omnivore,coral,1,4
Naso elegans,1,2,Day,Grazer,coral,1,4
Naso fageni,3,2,Day,Grazer,coral,1,5
Naso hexacanthus,3,2,Day,Planktivore,coral,3,5
Naso lituratus,1,2,Day,Grazer,coral,1,4
Naso thynnoides,3,2,Day,Planktivore,coral,2,4
Naso tonganus,3,2,Day,Grazer,coral,1,5
Naso tuberosus,3,2,Day,Grazer,coral,1,5
Naso unicornis,1,2,Day,Grazer,coral,1,5
Naso vlamingii,3,2,Day,Omnivore,coral,1,5
Neatypus obliquus,3,3,Day,Grazer,rock,3,3
Nectamia luxuria,1,1,Night,Planktivore,coral,3,2
Nectamia similis,1,1,Night,Planktivore,coral,3,1
Nemadactylus bergi,1,2,Day,Invertivore,rock,3,4
Nemadactylus douglasii,1,2,Day,Invertivore,rock,3,5
Nemadactylus macropterus,2,2,Day,Invertivore,rock,3,5
Nemadactylus valenciennesi,1,2,Day,Invertivore,rock,3,6
Nemateleotris magnifica,2,2,Day,Planktivore,sand,3,2
Neocirrhites armatus,1,1,Day,Invertivore,coral,3,2
Neoditrema ransonnetii,3,3,Day,Invertivore,rock,3,2
Neoglyphidodon bonang,2,2,Day,Grazer,coral,2,2
Neoglyphidodon carlsoni,2,2,Day,Grazer,coral,2,2
Neoglyphidodon crossi,1,1,Day,Planktivore,coral,2,2
Neoglyphidodon melas,2,2,Day,Grazer,coral,2,3
Neoglyphidodon nigroris,2,2,Day,Grazer,coral,2,2
Neoglyphidodon oxyodon,1,1,Day,Planktivore,coral,2,2
Neoglyphidodon polyacanthus,2,2,Day,Omnivore,coral,2,2
Neoglyphidodon thoracotaeniatus,2,2,Day,Omnivore,coral,2,2
Neomyxus leuciscus,3,3,Day,Grazer,sand,2,4
Neoniphon argenteus,2,2,Night,Invertivore,coral,4,3
Neoniphon marianus,2,2,Night,Invertivore,coral,4,3
Neoniphon opercularis,2,2,Night,Invertivore,coral,4,4
Neoniphon sammara,2,2,Night,Invertivore,coral,4,4
Neoodax balteatus,1,2,Day,Omnivore,rock,2,2
Neopomacentrus anabatoides,3,2,Day,Planktivore,coral,3,2
Neopomacentrus azysron,3,2,Day,Planktivore,coral,3,2
Neopomacentrus bankieri,3,2,Day,Planktivore,coral,3,2
Neopomacentrus cyanomos,3,2,Day,Planktivore,coral,3,2
Neopomacentrus filamentosus,3,2,Day,Planktivore,coral,3,2
Neopomacentrus metallicus,3,2,Day,Planktivore,coral,3,1
Neopomacentrus miryae,1,1,Day,Planktivore,coral,3,2
Neopomacentrus nemurus,3,2,Day,Planktivore,coral,3,2
Neopomacentrus violascens,3,2,Day,Planktivore,coral,3,2
Neosebastes pandus,1,1,Day,Invertivore,rock,4,4
Neosebastes scorpaenoides,1,1,Day,Invertivore,rock,4,4
Synchiropus morrisoni,1,1,Day,Invertivore,sand,3,2
Nesogobius hinsbyi,1,1,Day,Invertivore,sand,3,2
Nesogobius pulchellus,1,1,Day,Invertivore,sand,3,1
Nexilosus latifrons,2,2,Day,Planktivore,rock,3,3
Nicholsina denticulata,2,2,Day,Microphage,coral,1,4
Notocirrhitus splendens,1,1,Day,Invertivore,coral,4,3
Notoclinops caerulepunctus,1,1,Day,Invertivore,rock,3,1
Notoclinops segmentatus,1,1,Day,Invertivore,rock,3,1
Notoclinops yaldwyni,1,1,Day,Invertivore,rock,3,1
Notoclinus fenestratus,1,1,Day,Invertivore,rock,4,3
Notolabrus celidotus,2,2,Day,Invertivore,rock,3,3
Notolabrus cinctus,1,2,Day,Invertivore,rock,4,3
Notolabrus fucicola,2,2,Day,Invertivore,rock,3,4
Notolabrus gymnogenis,2,2,Day,Invertivore,rock,3,4
Notolabrus inscriptus,2,2,Day,Invertivore,coral,3,4
Notolabrus parilus,2,2,Day,Invertivore,rock,3,4
Notolabrus tetricus,2,2,Day,Invertivore,rock,3,4
Novaculichthys taeniourus,1,2,Day,Invertivore,sand,3,3
Oblada melanura,2,3,Day,Invertivore,rock,2,4
Ocyurus chrysurus,2,2,Day,Invertivore,coral,4,6
Odax cyanoallix,1,2,Day,Grazer,rock,1,3
Odax pullus,1,2,Day,Grazer,rock,1,4
Odontoscion dentex,3,1,Night,Planktivore,coral,3,3
Odontoscion eurymesops,3,1,Night,Piscivore,coral,5,3
Odontoscion xanthops,3,1,Night,Piscivore,coral,4,3
Odonus niger,3,2,Day,Planktivore,sand,3,4
Ogcocephalus darwini,1,1,Night,Invertivore,sand,3,3
Ogilbyina novaehollandiae,1,1,Night,Invertivore,coral,4,2
Ogilbyina queenslandiae,1,1,Night,Invertivore,coral,4,2
Olisthops cyanomelas,1,2,Day,Grazer,rock,1,5
Omegophora armilla,1,2,Day,Invertivore,sand,3,3
Omegophora cyanopunctata,1,2,Day,Invertivore,rock,3,3
Omobranchus germaini,1,1,Day,Grazer,rock,2,2
Ophioblennius atlanticus,1,1,Day,Grazer,rock,1,3
Ophioblennius steindachneri,1,1,Day,Grazer,rock,2,3
Ophiodon elongatus,1,2,Day,Piscivore,rock,5,6
Ophthalmolepis lineolata,1,2,Day,Invertivore,rock,3,4
Opisthocentrus ocellatus,1,1,Day,Invertivore,rock,3,3
Opisthocentrus tenuis,1,1,Day,Invertivore,rock,3,2
Opisthocentrus zonope,1,1,Day,Invertivore,rock,3,2
Opistognathus aurifrons,1,1,Day,Planktivore,sand,3,2
Opistognathus darwiniensis,1,1,Day,Planktivore,sand,4,4
Opistognathus randalli,1,1,Night,Invertivore,sand,3,2
Oplegnathus conwayi,3,2,Day,Invertivore,sand,2,6
Oplegnathus insignis,3,2,Day,Invertivore,sand,3,5
Optivus agastos,2,2,Night,Invertivore,rock,3,2
Orthonopias triacis,1,1,Day,Invertivore,rock,3,2
Orthopristis forbesi,3,2,Night,Invertivore,sand,3,4
Ostorhinchus angustatus,2,2,Night,Invertivore,coral,3,2
Ostorhinchus aureus,1,3,Night,Invertivore,coral,2,2
Ostorhinchus cavitensis,2,2,Night,Invertivore,coral,3,1
Ostorhinchus chrysopomus,1,1,Night,Planktivore,coral,3,2
Ostorhinchus compressus,2,2,Night,Invertivore,coral,3,2
Ostorhinchus cookii,2,3,Night,Invertivore,coral,3,2
Ostorhinchus cyanosoma,2,3,Night,Invertivore,coral,3,2
Ostorhinchus fleurieu,1,1,Night,Planktivore,coral,4,2
Ostorhinchus hartzfeldii,1,1,Night,Planktivore,coral,4,2
Ostorhinchus luteus,1,1,Night,Planktivore,coral,4,1
Ostorhinchus monospilus,2,2,Night,Invertivore,coral,3,2
Ostorhinchus nanus,1,1,Night,Planktivore,coral,3,1
Ostorhinchus neotes,3,2,Night,Invertivore,coral,3,1
Ostorhinchus nigrofasciatus,2,3,Night,Invertivore,coral,4,2
Ostorhinchus parvulus,1,1,Night,Planktivore,coral,3,1
Ostorhinchus properuptus,2,3,Night,Invertivore,coral,4,2
Ostorhinchus rubrimacula,2,3,Night,Invertivore,coral,4,2
Ostorhinchus rueppellii,3,2,Night,Invertivore,sand,3,2
Ostorhinchus sealei,1,1,Night,Planktivore,coral,3,2
Ostorhinchus taeniophorus,2,2,Night,Invertivore,coral,3,2
Ostorhinchus wassinki,2,2,Night,Invertivore,coral,3,1
Ostracion cyanurus,1,2,Day,Invertivore,coral,3,2
Ostracion meleagris,1,2,Day,Invertivore,coral,2,3
Ostracion whitleyi,1,2,Day,Invertivore,coral,3,3
Othos dentex,1,2,Day,Piscivore,rock,5,5
Oxycercichthys veliferus,1,1,Night,Invertivore,coral,4,2
Oxycheilinus bimaculatus,1,2,Day,Invertivore,rock,3,2
Oxycheilinus celebicus,1,2,Day,Invertivore,coral,4,3
Oxycheilinus digramma,1,2,Day,Invertivore,coral,3,4
Oxycheilinus lineatus,1,1,Day,Invertivore,coral,4,3
Oxycheilinus mentalis,1,1,Day,Invertivore,coral,4,3
Oxycheilinus orientalis,1,2,Day,Invertivore,coral,4,3
Oxycheilinus unifasciatus,1,2,Day,Invertivore,coral,5,4
Oxycirrhites typus,1,1,Day,Invertivore,coral,3,2
Oxyjulis californica,2,2,Day,Invertivore,rock,3,3
Oxylebius pictus,1,2,Day,Invertivore,rock,3,3
Oxymonacanthus longirostris,2,2,Day,Corallivore,coral,3,2
Pachymetopon aeneum,2,2,Day,Grazer,rock,3,5
Pachymetopon blochii,2,2,Day,Grazer,rock,3,4
Pachymetopon grande,2,2,Day,Grazer,rock,2,5
Pagellus acarne,3,3,Day,Invertivore,rock,3,4
Pagellus erythrinus,3,2,Day,Invertivore,rock,3,5
Pagrus auriga,2,2,Day,Invertivore,rock,3,5
Pagrus pagrus,2,2,Day,Invertivore,rock,4,6
Parablennius gattorugine,1,1,Day,Omnivore,rock,2,3
Parablennius incognitus,1,1,Day,Grazer,rock,1,1
Parablennius intermedius,1,1,Day,Grazer,rock,1,2
Parablennius laticlavius,1,1,Day,Invertivore,rock,3,2
Parablennius marmoreus,1,1,Day,Grazer,coral,1,2
Parablennius pilicornis,1,1,Day,Grazer,rock,3,2
Parablennius rouxi,1,1,Day,Grazer,rock,2,2
Parablennius sanguinolentus,1,1,Day,Microphage,rock,1,3
Parablennius serratolineatus,1,1,Day,Grazer,rock,2,2
Parablennius tasmanianus,1,1,Day,Grazer,rock,1,2
Parablennius zvonimiri,1,1,Day,Grazer,rock,1,1
Paracaesio sordida,3,3,Day,Planktivore,coral,2,4
Paracaesio xanthura,3,3,Day,Planktivore,coral,3,4
Paracanthurus hepatus,2,2,Day,Omnivore,coral,3,4
Paracentropyge multifasciata,1,2,Day,Grazer,coral,2,2
Parachaetodon ocellatus,1,2,Day,Invertivore,coral,2,3
Paracheilinus cyaneus,1,1,Day,Planktivore,coral,3,1
Paracheilinus mccoskeri,1,1,Day,Planktivore,coral,3,2
Paracheilinus nursalim,1,1,Day,Planktivore,coral,3,1
Paracheilinus octotaenia,1,1,Day,Planktivore,coral,3,2
Paracirrhites arcatus,1,1,Day,Invertivore,coral,4,3
Paracirrhites forsteri,1,1,Day,Piscivore,coral,5,3
Paracirrhites hemistictus,1,1,Day,Invertivore,coral,4,3
Paracirrhites nisus,1,1,Day,Invertivore,coral,3,2
Paracirrhites xanthus,1,1,Day,Invertivore,coral,3,2
Paragobiodon echinocephalus,1,1,Day,Invertivore,coral,3,1
Paragobiodon xanthosoma,1,1,Day,Grazer,coral,3,1
Parajulis poecilepterus,1,2,Day,Invertivore,rock,3,4
Paralabrax albomaculatus,1,2,Day,Piscivore,coral,5,5
Paralabrax auroguttatus,1,1,Day,Piscivore,rock,5,5
Paralabrax clathratus,1,2,Day,Piscivore,rock,4,5
Paralabrax maculatofasciatus,1,1,Day,Piscivore,rock,5,5
Paralabrax nebulifer,1,1,Day,Piscivore,rock,3,5
Paraluteres prionurus,1,2,Day,Omnivore,coral,2,2
Paramonacanthus japonicus,1,2,Day,Grazer,rock,2,2
Paranotothenia magellanica,1,1,Night,Invertivore,rock,3,4
Paranthias colonus,2,3,Day,Planktivore,coral,4,4
Paranthias furcifer,2,3,Day,Planktivore,coral,3,3
Parapercis australis,1,1,Day,Invertivore,sand,3,3
Parapercis clathrata,1,1,Day,Invertivore,sand,4,3
Parapercis colias,1,1,Day,Invertivore,rock,4,4
Parapercis haackei,1,1,Day,Invertivore,sand,3,2
Parapercis hexophtalma,1,1,Day,Invertivore,sand,4,3
Parapercis lineopunctata,1,1,Day,Invertivore,sand,4,5
Parapercis millepunctata,1,1,Day,Invertivore,sand,3,3
Parapercis multiplicata,1,1,Day,Invertivore,sand,3,2
Parapercis pacifica,1,1,Day,Invertivore,sand,3,3
Parapercis queenslandica,1,1,Day,Invertivore,sand,4,3
Parapercis ramsayi,1,1,Day,Invertivore,sand,3,3
Parapercis schauinslandii,1,1,Day,Invertivore,sand,3,3
Parapercis snyderi,1,1,Day,Invertivore,sand,3,2
Parapercis stricticeps,1,1,Day,Invertivore,sand,3,3
Parapercis tetracantha,1,1,Day,Invertivore,sand,4,3
Parapercis xanthogramma,1,1,Day,Invertivore,sand,3,3
Parapercis xanthozona,1,1,Day,Invertivore,sand,4,3
Paraplesiops bleekeri,1,2,Night,Invertivore,rock,4,4
Paraplesiops meleagris,1,2,Night,Invertivore,rock,4,4
Paraplesiops poweri,1,2,Night,Invertivore,rock,4,2
Paraplotosus butleri,1,2,Night,Invertivore,coral,3,4
Paraplotosus muelleri,1,2,Night,Invertivore,coral,3,3
Parapriacanthus dispar,3,2,Night,Planktivore,coral,3,3
Parapriacanthus elongatus,3,2,Night,Invertivore,rock,3,2
Parapriacanthus ransonneti,3,2,Night,Invertivore,coral,3,2
Parapristipoma octolineatum,2,2,Night,Invertivore,rock,4,4
Parapristipoma trilineatum,2,2,Night,Invertivore,rock,3,4
Parascorpis typus,1,3,Day,Invertivore,rock,3,5
Paratrachichthys trailli,2,2,Night,Planktivore,rock,3,3
Pareques acuminatus,3,1,Night,Invertivore,coral,4,3
Pareques perissa,3,1,Night,Invertivore,coral,3,3
Pareques viola,3,1,Night,Invertivore,coral,3,3
Parequula melbournensis,2,3,Night,Invertivore,sand,3,3
Parioglossus dotui,1,1,Day,Planktivore,sand,3,1
Parioglossus interruptus,3,2,Day,Planktivore,sand,3,1
Paristiopterus gallipavo,1,2,Day,Invertivore,rock,3,6
Parma alboscapularis,1,2,Day,Grazer,rock,1,3
Parma bicolor,1,2,Day,Grazer,rock,2,2
Parma kermadecensis,1,2,Day,Grazer,rock,2,3
Parma mccullochi,1,2,Day,Grazer,rock,2,3
Parma microlepis,1,2,Day,Grazer,rock,2,3
Parma occidentalis,1,2,Day,Grazer,rock,2,3
Parma oligolepis,1,2,Day,Grazer,rock,2,3
Parma polylepis,1,2,Day,Grazer,rock,2,3
Parma unifasciata,1,2,Day,Grazer,rock,2,3
Parma victoriae,1,2,Day,Grazer,rock,2,3
Parupeneus barberinoides,2,2,Day,Invertivore,sand,3,3
Parupeneus barberinus,2,2,Day,Invertivore,sand,3,5
Parupeneus chrysopleuron,2,2,Day,Invertivore,sand,3,5
Parupeneus ciliatus,2,2,Day,Invertivore,sand,3,4
Parupeneus crassilabris,2,2,Day,Invertivore,sand,3,4
Parupeneus cyclostomus,2,2,Day,Piscivore,sand,5,4
Parupeneus forsskali,2,2,Day,Invertivore,sand,3,3
Parupeneus heptacanthus,1,2,Day,Invertivore,sand,3,4
Parupeneus indicus,2,2,Day,Invertivore,sand,3,4
Parupeneus insularis,2,2,Day,Invertivore,sand,4,3
Parupeneus macronemus,2,2,Day,Invertivore,sand,3,4
Parupeneus multifasciatus,2,2,Day,Invertivore,sand,3,4
Parupeneus pleurostigma,2,2,Day,Invertivore,sand,3,4
Parupeneus porphyreus,2,2,Day,Invertivore,sand,3,5
Parupeneus spilurus,2,2,Day,Invertivore,sand,4,4
Patagonotothen cornucola,1,1,Night,Invertivore,rock,3,2
Patagonotothen longipes,1,1,Night,Invertivore,rock,4,3
Patagonotothen squamiceps,1,1,Night,Invertivore,rock,4,3
Patagonotothen tessellata,1,1,Night,Invertivore,rock,4,3
Patagonotothen wiltoni,1,1,Night,Invertivore,rock,3,2
Pelates octolineatus,3,2,Day,Invertivore,sand,2,3
Pelates quadrilineatus,3,2,Day,Invertivore,sand,3,3
Helotes sexlineatus,3,2,Day,Invertivore,sand,1,3
Pelsartia humeralis,3,2,Day,Invertivore,sand,2,4
Pempheris adspersa,3,2,Night,Invertivore,rock,2,2
Pempheris adusta,3,2,Night,Invertivore,coral,3,3
Pempheris affinis,3,2,Night,Invertivore,rock,3,3
Pempheris analis,3,2,Night,Invertivore,coral,3,3
Pempheris compressa,3,2,Night,Invertivore,rock,3,3
Pempheris klunzingeri,3,2,Night,Invertivore,rock,3,3
Pempheris mangula,3,2,Night,Invertivore,coral,3,3
Pempheris molucca,3,2,Night,Invertivore,coral,3,2
Pempheris multiradiata,3,2,Night,Invertivore,rock,3,3
Pempheris ornata,3,2,Night,Invertivore,rock,3,2
Pempheris oualensis,3,2,Night,Invertivore,coral,4,3
Pempheris schomburgkii,3,2,Night,Invertivore,coral,3,2
Pempheris schwenkii,3,2,Night,Invertivore,coral,3,2
Pempheris vanicolensis,3,2,Night,Invertivore,coral,3,3
Pentaceropsis recurvirostris,1,2,Day,Invertivore,rock,2,5
Pentapodus aureofasciatus,1,2,Day,Invertivore,coral,4,3
Pentapodus caninus,1,2,Day,Invertivore,coral,4,4
Pentapodus emeryii,1,2,Day,Planktivore,sand,4,3
Pentapodus paradiseus,1,2,Day,Invertivore,coral,4,3
Pentapodus porosus,1,2,Day,Invertivore,rock,4,3
Pentapodus trivittatus,1,2,Day,Invertivore,coral,4,3
Pentapodus vitta,1,2,Day,Invertivore,sand,4,4
Pervagor alternans,1,2,Day,Omnivore,coral,2,3
Pervagor aspricaudus,1,2,Day,Omnivore,coral,2,2
Pervagor janthinosoma,1,2,Day,Omnivore,coral,2,2
Pervagor marginalis,1,2,Day,Omnivore,coral,2,1
Pervagor melanocephalus,1,2,Day,Omnivore,coral,2,3
Petroscirtes breviceps,1,1,Day,Omnivore,rock,1,2
Petroscirtes fallax,1,1,Day,Omnivore,coral,1,2
Petroscirtes lupus,1,1,Day,Grazer,rock,1,2
Petroscirtes mitratus,1,1,Day,Omnivore,coral,1,2
Phanerodon atripes,3,3,Day,Invertivore,rock,3,3
Pholidapus dybowskii,1,1,Day,Invertivore,rock,3,4
Pholis crassispina,1,1,Day,Planktivore,rock,3,3
Pholis gunnellus,1,1,Day,Planktivore,rock,3,3
Phycodurus eques,1,1,Day,Planktivore,rock,3,4
Phyllogobius platycephalops,1,1,Day,Invertivore,coral,3,2
Phyllopteryx taeniolatus,1,1,Day,Planktivore,rock,3,4
Pictichromis paccagnellae,1,1,Night,Invertivore,coral,3,1
Pictichromis porphyrea,1,1,Night,Invertivore,coral,3,1
Pictilabrus laticlavius,1,2,Day,Invertivore,rock,3,3
Pictilabrus viridis,1,2,Day,Invertivore,rock,3,2
Pinguipes brasilianus,1,2,Day,Invertivore,rock,4,5
Pinguipes chilensis,1,2,Day,Invertivore,rock,3,4
Plagiotremus azaleus,1,1,Day,Invertivore,coral,5,2
Plagiotremus ewaensis,1,1,Day,Invertivore,coral,5,2
Plagiotremus goslinei,1,1,Day,Invertivore,coral,4,1
Plagiotremus laudandus,1,1,Day,Invertivore,coral,4,2
Plagiotremus phenax,1,1,Day,Invertivore,coral,4,2
Plagiotremus rhinorhynchos,1,1,Day,Invertivore,coral,5,2
Plagiotremus tapeinosoma,1,1,Day,Invertivore,coral,4,2
Plagiotremus townsendi,1,1,Day,Invertivore,coral,4,1
Platax batavianus,2,2,Day,Invertivore,coral,3,5
Platax boersii,2,3,Day,Invertivore,coral,4,5
Platax orbicularis,2,2,Day,Invertivore,coral,3,4
Platax pinnatus,2,2,Day,Invertivore,coral,3,4
Platax teira,2,2,Day,Invertivore,coral,4,5
Platycephalus bassensis,1,1,Night,Piscivore,sand,5,4
Platycephalus endrachtensis,1,1,Night,Piscivore,sand,4,5
Platycephalus fuscus,1,1,Night,Piscivore,sand,5,6
Platycephalus laevigatus,1,1,Night,Invertivore,sand,5,4
Platycephalus richardsoni,1,1,Night,Piscivore,sand,4,5
Platycephalus speculator,1,1,Night,Piscivore,sand,4,6
Plectorhinchus albovittatus,1,2,Night,Invertivore,coral,4,6
Plectorhinchus chaetodonoides,1,2,Night,Invertivore,coral,4,5
Plectorhinchus chrysotaenia,1,2,Night,Invertivore,coral,3,4
Plectorhinchus diagrammus,1,2,Night,Invertivore,coral,3,4
Plectorhinchus flavomaculatus,1,2,Night,Invertivore,coral,4,5
Plectorhinchus gibbosus,1,2,Night,Invertivore,coral,4,5
Plectorhinchus lessonii,1,2,Day,Invertivore,coral,4,5
Plectorhinchus lineatus,1,2,Night,Invertivore,coral,4,5
Plectorhinchus multivittatus,1,2,Night,Invertivore,coral,4,4
Plectorhinchus picus,1,2,Night,Invertivore,coral,4,6
Plectorhinchus polytaenia,1,2,Night,Invertivore,coral,4,4
Plectorhinchus schotaf,1,2,Night,Invertivore,coral,4,5
Plectorhinchus vittatus,1,2,Night,Invertivore,coral,4,5
Plectranthias nanus,1,1,Day,Piscivore,coral,3,1
Plectroglyphidodon dickii,2,2,Day,Invertivore,coral,3,2
Plectroglyphidodon flaviventris,2,2,Day,Invertivore,coral,1,1
Plectroglyphidodon imparipennis,2,2,Day,Invertivore,coral,3,1
Plectroglyphidodon johnstonianus,2,2,Day,Invertivore,coral,3,2
Plectroglyphidodon lacrymatus,2,2,Day,Grazer,coral,1,2
Plectroglyphidodon leucozonus,2,2,Day,Grazer,coral,1,2
Plectroglyphidodon phoenixensis,2,2,Day,Invertivore,coral,1,2
Plectropomus areolatus,1,2,Day,Piscivore,coral,5,5
Plectropomus laevis,1,2,Day,Piscivore,coral,5,6
Plectropomus leopardus,1,3,Day,Piscivore,coral,5,6
Plectropomus maculatus,1,2,Day,Piscivore,coral,5,6
Plectropomus oligacanthus,1,2,Day,Piscivore,coral,5,6
Plectropomus pessuliferus,1,2,Day,Piscivore,coral,5,6
Pleuronichthys coenosus,1,1,Night,Invertivore,sand,3,4
Pleurosicya elongata,1,1,Day,Invertivore,coral,3,1
Pleurosicya mossambica,1,1,Day,Grazer,coral,3,1
Plotosus canius,2,1,Night,Invertivore,sand,3,3
Plotosus japonicus,1,2,Night,Invertivore,rock,3,3
Plotosus lineatus,3,2,Night,Invertivore,coral,3,4
Pogonoperca punctata,1,2,Day,Invertivore,coral,4,4
Pollachius pollachius,2,2,Night,Piscivore,rock,5,6
Pollachius virens,2,2,Night,Piscivore,rock,5,6
Pomacanthus arcuatus,1,2,Day,Invertivore,coral,2,5
Pomacanthus imperator,1,2,Day,Omnivore,coral,2,4
Pomacanthus navarchus,1,2,Day,Invertivore,coral,2,3
Pomacanthus paru,1,2,Day,Invertivore,coral,2,4
Pomacanthus semicirculatus,1,2,Day,Omnivore,coral,1,4
Pomacanthus sexstriatus,1,2,Day,Invertivore,coral,2,4
Pomacanthus xanthometopon,1,2,Day,Invertivore,coral,2,4
Pomacanthus zonipectus,1,2,Day,Invertivore,coral,3,4
Pomacentrus adelus,2,2,Day,Omnivore,coral,2,2
Pomacentrus albimaculus,2,2,Day,Grazer,coral,1,1
Pomacentrus alexanderae,2,2,Day,Omnivore,coral,3,2
Pomacentrus alleni,2,2,Day,Omnivore,coral,2,1
Pomacentrus amboinensis,2,2,Day,Omnivore,coral,1,2
Pomacentrus aurifrons,2,2,Day,Grazer,coral,3,1
Pomacentrus auriventris,2,2,Day,Omnivore,coral,2,1
Pomacentrus australis,2,2,Day,Omnivore,coral,2,2
Pomacentrus baenschi,2,2,Day,Grazer,coral,2,2
Pomacentrus bankanensis,2,2,Day,Omnivore,coral,1,2
Pomacentrus brachialis,2,2,Day,Omnivore,coral,2,2
Pomacentrus burroughi,2,2,Day,Grazer,coral,1,2
Pomacentrus caeruleus,2,2,Day,Omnivore,coral,2,2
Pomacentrus callainus,2,2,Day,Omnivore,coral,2,2
Pomacentrus chrysurus,2,2,Day,Omnivore,coral,2,2
Pomacentrus coelestis,2,2,Day,Omnivore,coral,3,2
Pomacentrus cuneatus,2,2,Day,Omnivore,coral,2,2
Pomachromis fuscidorsalis,2,2,Day,Omnivore,coral,2,1
Pomacentrus grammorhynchus,2,2,Day,Grazer,coral,2,2
Pomacentrus imitator,2,2,Day,Omnivore,coral,2,2
Pomacentrus indicus,2,2,Day,Omnivore,coral,2,2
Pomacentrus lepidogenys,2,2,Day,Omnivore,coral,3,2
Pomacentrus limosus,2,2,Day,Grazer,coral,2,1
Pomacentrus microspilus,2,2,Day,Omnivore,coral,2,2
Pomacentrus milleri,2,2,Day,Omnivore,coral,2,2
Pomacentrus moluccensis,2,2,Day,Omnivore,coral,1,2
Pomacentrus nagasakiensis,2,2,Day,Omnivore,coral,1,2
Pomacentrus nigromanus,2,2,Day,Grazer,coral,3,2
Pomacentrus nigromarginatus,2,2,Day,Omnivore,coral,2,2
Pomacentrus opisthostigma,1,1,Day,Planktivore,coral,2,1
Pomacentrus pavo,2,2,Day,Omnivore,coral,2,2
Pomacentrus philippinus,2,2,Day,Omnivore,coral,2,2
Pomacentrus reidi,2,2,Day,Omnivore,coral,2,2
Pomacentrus simsiang,2,2,Day,Grazer,coral,2,1
Pomacentrus smithi,1,1,Day,Planktivore,coral,2,1
Pomacentrus spilotoceps,2,2,Day,Omnivore,coral,2,2
Pomacentrus sulfureus,2,2,Day,Omnivore,coral,2,2
Pomacentrus trichrourus,2,2,Day,Omnivore,coral,2,2
Pomacentrus trilineatus,2,2,Day,Omnivore,coral,2,2
Pomacentrus tripunctatus,2,2,Day,Omnivore,coral,1,2
Pomacentrus vaiuli,2,2,Day,Omnivore,coral,3,2
Pomacentrus wardi,2,2,Day,Grazer,coral,1,2
Pomachromis richardsoni,3,2,Day,Planktivore,coral,2,1
