"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus"
"Pseudojuloides cerasinus",1604.8082,"Pseudojuloides_cerasinus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pseudojuloides"
"Pseudojuloides elongatus",1463.1958,"Pseudojuloides_elongatus_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pseudojuloides"
"Pseudolabrus biserialis",1441.5858,"Pseudolabrus_biserialis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pseudolabrus"
"Pseudolabrus fuentesi",1502.8534,"Pseudolabrus_fuentesi_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pseudolabrus"
"Pseudolabrus guentheri",1490.745,"Pseudolabrus_guentheri_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pseudolabrus"
"Pseudolabrus luculentus",1422.8439,"Pseudolabrus_luculentus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pseudolabrus"
"Pseudolabrus miles",1494.8047,"Pseudolabrus_miles_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pseudolabrus"
"Pseudolabrus rubicundus",1286.941,"Pseudolabrus_rubicundus_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pseudolabrus"
"Pseudolabrus semifasciatus",1577.5415,"Pseudolabrus_semifasciatus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pseudolabrus"
"Pseudolabrus sieboldi",1506.6062,"Pseudolabrus_sieboldi_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pseudolabrus"
"Pseudopercis semifasciata",1252.366,"Pseudopercis_semifasciata_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Pinguipedidae","Pseudopercis"
"Pseudophycis bachus",1188.9136,"Pseudophycis_bachus_A_1","YES","Animalia","Chordata","Actinopteri","Gadiformes","Moridae","Pseudophycis"
"Pseudophycis barbata",1215.9424,"Pseudophycis_barbata_A_1","YES","Animalia","Chordata","Actinopteri","Gadiformes","Moridae","Pseudophycis"
"Pseudotolithus senegalensis",1222.9218,"Pseudotolithus_senegalensis_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Pseudotolithus"
"Pseudupeneus grandisquamis",1390.0328,"Pseudupeneus_grandisquamis_A_2","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Pseudupeneus"
"Pseudupeneus maculatus",1357.8862,"Pseudupeneus_maculatus_A_1","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Pseudupeneus"
"Pseudupeneus prayensis",1390.6198,"Pseudupeneus_prayensis_A_1","NO","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Pseudupeneus"
"Psilotris boehlkei",1297.7179,"Psilotris_boehlkei_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Psilotris"
"Pteragogus aurigarius",1524.1082,"Pteragogus_aurigarius_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pteragogus"
"Pteragogus cryptus",1435.1628,"Pteragogus_cryptus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pteragogus"
"Pteragogus enneacanthus",1447.8112,"Pteragogus_enneacanthus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pteragogus"
"Pteragogus flagellifer",1356.9377,"Pteragogus_flagellifer_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Pteragogus"
"Pterapogon kauderni",1628.9885,"Pterapogon_kauderni_A_2","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Pterapogon"
"Ptereleotris calliura",1453.3552,"Ptereleotris_calliura_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Microdesmidae","Ptereleotris"
"Ptereleotris evides",1474.4075,"Ptereleotris_evides_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Microdesmidae","Ptereleotris"
"Ptereleotris hanae",1453.1643,"Ptereleotris_hanae_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Microdesmidae","Ptereleotris"
"Ptereleotris heteroptera",1472.175,"Ptereleotris_heteroptera_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Microdesmidae","Ptereleotris"
"Ptereleotris microlepis",1558.897,"Ptereleotris_microlepis_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Microdesmidae","Ptereleotris"
"Ptereleotris monoptera",1430.4651,"Ptereleotris_monoptera_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Microdesmidae","Ptereleotris"
"Ptereleotris zebra",1465.7135,"Ptereleotris_zebra_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Microdesmidae","Ptereleotris"
"Pterocaesio chrysozona",1276.0908,"Pterocaesio_chrysozona_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Pterocaesio"
"Pterocaesio digramma",1400.5808,"Pterocaesio_digramma_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Pterocaesio"
"Pterocaesio marri",1394.7976,"Pterocaesio_marri_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Pterocaesio"
"Pterocaesio pisang",1274.806,"Pterocaesio_pisang_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Pterocaesio"
"Pterocaesio randalli",1341.0205,"Pterocaesio_randalli_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Pterocaesio"
"Pterocaesio tessellata",1248.1667,"Pterocaesio_tessellata_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Pterocaesio"
"Pterocaesio tile",1364.137,"Pterocaesio_tile_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Pterocaesio"
"Pterocaesio trilineata",1304.9688,"Pterocaesio_trilineata_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Caesionidae","Pterocaesio"
"Pterogobius zacalles",1311.8032,"Pterogobius_zacalles_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pterogobius"
"Pterogymnus laniarius",1369.6279,"Pterogymnus_laniarius_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Pterogymnus"
"Pterois antennata",1842.7693,"Pterois_antennata_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Pterois"
"Pterois miles",1903.3489,"Pterois_miles_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Pterois"
"Pterois radiata",1813.1248,"Pterois_radiata_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Pterois"
"Pterois volitans",1801.7719,"Pterois_volitans_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Pterois"
"Pygoplites diacanthus",2018.0214,"Pygoplites_diacanthus_A_2","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Pomacanthidae","Pygoplites"
"Quassiremus evionthas",1428.4861,"Quassiremus_evionthas_A_1","YES","Animalia","Chordata","Actinopteri","Anguilliformes","Ophichthidae","Quassiremus"
"Rachycentron canadum",1281.7732,"Rachycentron_canadum_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Rachycentridae","Rachycentron"
"Rastrelliger kanagurta",1287.8721,"Rastrelliger_kanagurta_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Rastrelliger"
"Remora remora",1246.4736,"Remora_remora_A_2","YES","Animalia","Chordata","Actinopteri","Carangiformes","Echeneidae","Remora"
"Repomucenus calcaratus",1324.2458,"Repomucenus_calcaratus_A_1","YES","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Repomucenus"
"Rhabdamia gracilis",1362.453,"Rhabdamia_gracilis_A_2","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Rhabdamia"
"Rhabdosargus holubi",1333.7172,"Rhabdosargus_holubi_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Rhabdosargus"
"Rhabdosargus sarba",1425.4441,"Rhabdosargus_sarba_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Rhabdosargus"
"Rhacochilus toxotes",1248.6348,"Rhacochilus_toxotes_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Rhacochilus"
"Rhacochilus vacca",1225.2649,"Rhacochilus_vacca_A_1","NO","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Rhacochilus"
"Rhinecanthus aculeatus",1630.4543,"Rhinecanthus_aculeatus_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Rhinecanthus"
"Rhinecanthus assasi",1566.4841,"Rhinecanthus_assasi_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Rhinecanthus"
"Rhinecanthus lunula",1586.8436,"Rhinecanthus_lunula_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Rhinecanthus"
"Rhinecanthus rectangulus",1609.2648,"Rhinecanthus_rectangulus_A_1","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Rhinecanthus"
"Rhinecanthus verrucosus",1567.0278,"Rhinecanthus_verrucosus_A_1","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Rhinecanthus"
"Rhinogobiops nicholsii",1345.0718,"Rhinogobiops_nicholsii_A_3","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Rhinogobiops"
"Rhinomuraena quaesita",1909.3905,"Rhinomuraena_quaesita_A_1","NO","Animalia","Chordata","Actinopteri","Anguilliformes","Muraenidae","Rhinomuraena"
"Rhomboplites aurorubens",1328.9846,"Rhomboplites_aurorubens_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Rhomboplites"
"Rhycherus filamentosus",1524.991,"Rhycherus_filamentosus_A_3","NO","Animalia","Chordata","Actinopteri","Lophiiformes","Antennariidae","Rhycherus"
"Rhynchostracion nasus",1617.1827,"Rhynchostracion_nasus_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Ostraciidae","Rhynchostracion"
"Ruanoho whero",1394.167,"Ruanoho_whero_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Ruanoho"
"Rypticus bicolor",1329.6746,"Rypticus_bicolor_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Rypticus"
"Rypticus courtenayi",1238.0374,"Rypticus_courtenayi_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Rypticus"
"Rypticus nigripinnis",1285.1516,"Rypticus_nigripinnis_J_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Rypticus"
"Rypticus saponaceus",1273.4138,"Rypticus_saponaceus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Rypticus"
"Salarias alboguttatus",1416.1367,"Salarias_alboguttatus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Salarias"
"Salarias ceramensis",1333.0641,"Salarias_ceramensis_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Salarias"
"Salarias fasciatus",1443.3511,"Salarias_fasciatus_A_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Salarias"
"Salarias guttatus",1302.4773,"Salarias_guttatus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Salarias"
"Salarias segmentatus",1355.6251,"Salarias_segmentatus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Salarias"
"Salmo salar",1261.8484,"Salmo_salar_A_2","NO","Animalia","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo"
"Sanopus astrifer",1682.0009,"Sanopus_astrifer_A_2","NO","Animalia","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Sanopus"
"Sanopus reticulatus",1321.3087,"Sanopus_reticulatus_A_1","YES","Animalia","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Sanopus"
"Sanopus splendidus",1482.6064,"Sanopus_splendidus_A_1","YES","Animalia","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Sanopus"
"Sarda australis",1345.3694,"Sarda_australis_A_2","NO","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Sarda"
"Sarda orientalis",1197.1501,"Sarda_orientalis_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Sarda"
"Sarda sarda",1236.8318,"Sarda_sarda_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Sarda"
"Sardina pilchardus",1137.1804,"Sardina_pilchardus_A_1","NO","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardina"
"Sardinella aurita",1145.3832,"Sardinella_aurita_A_1","YES","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinella"
"Sardinops sagax",1181.8472,"Sardinops_sagax_A_1","YES","Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardinops"
"Sargocentron caudimaculatum",1528.96979704923,"Sargocentron_caudimaculatum_115","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron cornutum",1527.8228,"Sargocentron_cornutum_A_1","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron diadema",1513.874,"Sargocentron_diadema_A_1","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron hormion",1382.1704,"Sargocentron_hormion_A_1","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron ittodai",1506.0492,"Sargocentron_ittodai_A_2","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron melanospilos",1452.2161,"Sargocentron_melanospilos_A_1","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron microstoma",1384.9381,"Sargocentron_microstoma_A_1","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron rubrum",1456.1259,"Sargocentron_rubrum_A_2","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron spiniferum",1500.1586,"Sargocentron_spiniferum_A_2","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron suborbitale",1373.699,"Sargocentron_suborbitale_A_1","NO","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron tiere",1401.0432,"Sargocentron_tiere_A_1","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron tiereoides",1474.4998,"Sargocentron_tiereoides_A_1","NO","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron vexillarium",1323.0901,"Sargocentron_vexillarium_A_1","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sargocentron violaceum",1489.4296,"Sargocentron_violaceum_A_1","YES","Animalia","Chordata","Actinopteri","Holocentriformes","Holocentridae","Sargocentron"
"Sarpa salpa",1334.6057,"Sarpa_salpa_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Sarpa"
"Saurida gracilis",1342.0251,"Saurida_gracilis_A_1","YES","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Saurida"
"Saurida nebulosa",1316.4202,"Saurida_nebulosa_A_2","NO","Animalia","Chordata","Actinopteri","Aulopiformes","Synodontidae","Saurida"
"Scaevius milii",1468.1384,"Scaevius_milii_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scaevius"
"Scartella poiti",1229.0139,"Scartella_poiti_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Scartella"
"Scartella springeri",1298.8455,"Scartella_springeri_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Scartella"
"Scarus altipinnis",1576.374,"Scarus_altipinnis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus chameleon",1682.16,"Scarus_chameleon_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus coelestinus",1677.409,"Scarus_coelestinus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus coeruleus",1606.2966,"Scarus_coeruleus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus compressus",1519.1614,"Scarus_compressus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus dimidiatus",1685.9172,"Scarus_dimidiatus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus falcipinnis",1490.3062,"Scarus_falcipinnis_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus ferrugineus",1556.5094,"Scarus_ferrugineus_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus festivus",1542.9243,"Scarus_festivus_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus flavipectoralis",1587.4166,"Scarus_flavipectoralis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus forsteni",1622.6741,"Scarus_forsteni_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus frenatus",1668.5961,"Scarus_frenatus_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus fuscopurpureus",1565.961,"Scarus_fuscopurpureus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus ghobban",1658.659,"Scarus_ghobban_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus globiceps",1595.6228,"Scarus_globiceps_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus guacamaia",1613.4813,"Scarus_guacamaia_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus hypselopterus",1460.456,"Scarus_hypselopterus_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus iseri",1621.9043,"Scarus_iseri_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus koputea",1486.4928,"Scarus_koputea_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus longipinnis",1613.9078,"Scarus_longipinnis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus niger",1644.7434,"Scarus_niger_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus oviceps",1586.6859,"Scarus_oviceps_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus perrico",1451.8766,"Scarus_perrico_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus persicus",1467.5145,"Scarus_persicus_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus prasiognathos",1637.1008,"Scarus_prasiognathos_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus psittacus",1608.141,"Scarus_psittacus_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus quoyi",1707.088,"Scarus_quoyi_M_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus rivulatus",1602.5303,"Scarus_rivulatus_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus rubroviolaceus",1611.4568,"Scarus_rubroviolaceus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus russelii",1593.8801,"Scarus_russelii_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus scaber",1653.8408,"Scarus_scaber_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus schlegeli",1641.985,"Scarus_schlegeli_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus spinus",1702.295,"Scarus_spinus_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus taeniopterus",1701.8535,"Scarus_taeniopterus_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus tricolor",1591.823,"Scarus_tricolor_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus trispinosus",1538.759,"Scarus_trispinosus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus vetula",1728.695,"Scarus_vetula_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus viridifucatus",1548.503,"Scarus_viridifucatus_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus xanthopleura",1465.5515,"Scarus_xanthopleura_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Scarus zelindae",1550.026,"Scarus_zelindae_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Scarus"
"Schuettea scalaripinnis",1365.084,"Schuettea_scalaripinnis_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Monodactylidae","Schuettea"
"Schuettea woodwardi",1291.5161,"Schuettea_woodwardi_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Monodactylidae","Schuettea"
"Sciaena umbra",1368.1926,"Sciaena_umbra_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Sciaena"
"Scobinichthys granulatus",1522.0354,"Scobinichthys_granulatus_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Scobinichthys"
"Scolecenchelys breviceps",1425.3557,"Scolecenchelys_breviceps_A_1","YES","Animalia","Chordata","Actinopteri","Anguilliformes","Ophichthidae","Scolecenchelys"
"Scolopsis affinis",1302.0531,"Scolopsis_affinis_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis aurata",1425.864,"Scolopsis_aurata_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis bilineata",1392.6261,"Scolopsis_bilineata_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis ciliata",1297.839,"Scolopsis_ciliata_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis frenata",1407.7344,"Scolopsis_frenata_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis ghanam",1410.0973,"Scolopsis_ghanam_A_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis lineata",1482.5806,"Scolopsis_lineata_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis margaritifera",1290.1682,"Scolopsis_margaritifera_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis monogramma",1476.223,"Scolopsis_monogramma_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis temporalis",1396.3364,"Scolopsis_temporalis_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis trilineata",1272.705,"Scolopsis_trilineata_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis vosmeri",1580.4792,"Scolopsis_vosmeri_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scolopsis xenochrous",1406.081,"Scolopsis_xenochrous_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Nemipteridae","Scolopsis"
"Scomber australasicus",1197.6104,"Scomber_australasicus_A_1","NO","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber"
"Scomber colias",1299.6279,"Scomber_colias_A_1","NO","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber"
"Scomberoides commersonnianus",1195.5172,"Scomberoides_commersonnianus_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Scomberoides"
"Scomberoides lysan",1249.6792,"Scomberoides_lysan_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Scomberoides"
"Scomberoides tol",1153.4856,"Scomberoides_tol_A_2","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Scomberoides"
"Scomberomorus commerson",1175.0881,"Scomberomorus_commerson_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Scomberomorus"
"Scomberomorus maculatus",1212.3572,"Scomberomorus_maculatus_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Scomberomorus"
"Scomberomorus queenslandicus",1163.6545,"Scomberomorus_queenslandicus_A_1","YES","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Scomberomorus"
"Scomberomorus regalis",1152.4537,"Scomberomorus_regalis_A_2","NO","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Scomberomorus"
"Scomberomorus sierra",1223.4681,"Scomberomorus_sierra_A_2","YES","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Scomberomorus"
"Scombrops boops",1291.498,"Scombrops_boops_J_1","YES","Animalia","Chordata","Actinopteri","Acropomatiformes","Scombropidae","Scombrops"
"Scorpaena ascensionis",1500.865,"Scorpaena_ascensionis_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena canariensis",1427.1216,"Scorpaena_canariensis_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
"Scorpaena cardinalis",1499.419,"Scorpaena_cardinalis_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena"
