"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus"
"Leptatherina presbyteroides",1129.9993,"Leptatherina_presbyteroides_A_1","YES","Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Leptatherina"
"Leptocottus armatus",1202.6685,"Leptocottus_armatus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Leptocottus"
"Leptojulis cyanopleura",1448.8291,"Leptojulis_cyanopleura_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Leptojulis"
"Leptoscarus vaigiensis",1423.0588,"Leptoscarus_vaigiensis_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Leptoscarus"
"Lesueurigobius friesii",1415.3774,"Lesueurigobius_friesii_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lesueurigobius"
"Lethrinus amboinensis",1225.5707,"Lethrinus_amboinensis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus atkinsoni",1356.8182,"Lethrinus_atkinsoni_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus borbonicus",1329.5593,"Lethrinus_borbonicus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus erythracanthus",1516.6145,"Lethrinus_erythracanthus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus erythropterus",1317.7307,"Lethrinus_erythropterus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus genivittatus",1268.9729,"Lethrinus_genivittatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus harak",1306.7319,"Lethrinus_harak_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus laticaudis",1236.7789,"Lethrinus_laticaudis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus lentjan",1323.6185,"Lethrinus_lentjan_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus microdon",1262.7653,"Lethrinus_microdon_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus miniatus",1480.8706,"Lethrinus_miniatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus nebulosus",1351.0537,"Lethrinus_nebulosus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus obsoletus",1366.4641,"Lethrinus_obsoletus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus olivaceus",1272.9038,"Lethrinus_olivaceus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus ornatus",1374.611,"Lethrinus_ornatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus rubrioperculatus",1198.9828,"Lethrinus_rubrioperculatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus semicinctus",1339.0981,"Lethrinus_semicinctus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus variegatus",1303.4965,"Lethrinus_variegatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Lethrinus xanthochilus",1207.1523,"Lethrinus_xanthochilus_A_1",NA,"Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Lethrinus"
"Leviprora inops",1270.2183,"Leviprora_inops_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Platycephalidae","Leviprora"
"Limnichthys fasciatus",1302.9308,"Limnichthys_fasciatus_A_2","YES","Animalia","Chordata","Actinopteri","Acropomatiformes","Creediidae","Limnichthys"
"Liparis montagui",1373.2683,"Liparis_montagui_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Liparidae","Liparis"
"Lipophrys pholis",1403.3503,"Lipophrys_pholis_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Lipophrys"
"Lithognathus lithognathus",1135.3191,"Lithognathus_lithognathus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Lithognathus"
"Lithognathus mormyrus",1167.3372,"Lithognathus_mormyrus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sparidae","Lithognathus"
"Liza luciae",1210.6265,"Liza_luciae_A_1","YES","Animalia","Chordata","Actinopteri","Mugiliformes","Mugilidae","Liza"
"Lotella rhacina",1407.9292,"Lotella_rhacina_A_1","YES","Animalia","Chordata","Actinopteri","Gadiformes","Moridae","Lotella"
"Lotilia graciliosa",1563.2234,"Lotilia_graciliosa_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lotilia"
"Lucayablennius zingaro",1406.4331,"Lucayablennius_zingaro_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Chaenopsidae","Lucayablennius"
"Lutjanus adetii",1393.3694,"Lutjanus_adetii_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus alexandrei",1413.0015,"Lutjanus_alexandrei_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus analis",1253.097,"Lutjanus_analis_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus apodus",1279.3514,"Lutjanus_apodus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus aratus",1314.064,"Lutjanus_aratus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus argentimaculatus",1314.644,"Lutjanus_argentimaculatus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus argentiventris",1487.494,"Lutjanus_argentiventris_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus biguttatus",1521.4805,"Lutjanus_biguttatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus bohar",1298.369,"Lutjanus_bohar_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus boutton",1383.2051,"Lutjanus_boutton_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus campechanus",1311.7465,"Lutjanus_campechanus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus carponotatus",1426.0303,"Lutjanus_carponotatus_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus cyanopterus",1320.4766,"Lutjanus_cyanopterus_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus decussatus",1382.7709,"Lutjanus_decussatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus ehrenbergii",1373.3657,"Lutjanus_ehrenbergii_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus erythropterus",1315.9668,"Lutjanus_erythropterus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus fulviflamma",1445.1396,"Lutjanus_fulviflamma_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus fulvus",1359.3312,"Lutjanus_fulvus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus gibbus",1350.8519,"Lutjanus_gibbus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus griseus",1249.4421,"Lutjanus_griseus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus guttatus",1396.0505,"Lutjanus_guttatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus inermis",1348.265,"Lutjanus_inermis_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus jocu",1248.7681,"Lutjanus_jocu_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus johnii",1284.77,"Lutjanus_johnii_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus jordani",1318.7922,"Lutjanus_jordani_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus kasmira",1672.9222,"Lutjanus_kasmira_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus lemniscatus",1231.0204,"Lutjanus_lemniscatus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus lutjanus",1448.0084,"Lutjanus_lutjanus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus mahogoni",1294.1746,"Lutjanus_mahogoni_A_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus monostigma",1408.506,"Lutjanus_monostigma_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus novemfasciatus",1273.7043,"Lutjanus_novemfasciatus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus quinquelineatus",1539.8824,"Lutjanus_quinquelineatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus rivulatus",1355.8278,"Lutjanus_rivulatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus rufolineatus",1396.0298,"Lutjanus_rufolineatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus russellii",1286.7357,"Lutjanus_russellii_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus sebae",1634.4224,"Lutjanus_sebae_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus semicinctus",1355.159,"Lutjanus_semicinctus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus synagris",1488.9008,"Lutjanus_synagris_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus viridis",1652.2372,"Lutjanus_viridis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Lutjanus vitta",1394.6052,"Lutjanus_vitta_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus"
"Luzonichthys waitei",1462.709,"Luzonichthys_waitei_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Luzonichthys"
"Luzonichthys whitleyi",1440.7019,"Luzonichthys_whitleyi_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Luzonichthys"
"Lythrypnus dalli",1572.8599,"Lythrypnus_dalli_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lythrypnus"
"Lythrypnus gilberti",1559.9214,"Lythrypnus_gilberti_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lythrypnus"
"Lythrypnus insularis",1450.49,"Lythrypnus_insularis_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lythrypnus"
"Macolor macularis",1583.6282,"Macolor_macularis_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Macolor"
"Macolor niger",1726.297,"Macolor_niger_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Macolor"
"Macrodontogobius wilburi",1202.6987,"Macrodontogobius_wilburi_A_3","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Macrodontogobius"
"Macropharyngodon bipartitus",1737.3223,"Macropharyngodon_bipartitus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon"
"Macropharyngodon choati",1682.7805,"Macropharyngodon_choati_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon"
"Macropharyngodon geoffroy",1876.6006,"Macropharyngodon_geoffroy_F_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon"
"Macropharyngodon kuiteri",1584.4089,"Macropharyngodon_kuiteri_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon"
"Macropharyngodon meleagris",1851.0017,"Macropharyngodon_meleagris_J_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon"
"Macropharyngodon negrosensis",1647.2039,"Macropharyngodon_negrosensis_F_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon"
"Macropharyngodon ornatus",1636.8391,"Macropharyngodon_ornatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon"
"Malacanthus brevirostris",1343.2151,"Malacanthus_brevirostris_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Malacanthus"
"Malacanthus latovittatus",1570.0227,"Malacanthus_latovittatus_J_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Malacanthus"
"Malacanthus plumieri",1397.4043,"Malacanthus_plumieri_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Malacanthus"
"Malacoctenus boehlkei",1545.891,"Malacoctenus_boehlkei_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus"
"Malacoctenus ebisui",1287.9675,"Malacoctenus_ebisui_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus"
"Malacoctenus hubbsi",1471.2422,"Malacoctenus_hubbsi_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus"
"Malacoctenus macropus",1423.3191,"Malacoctenus_macropus_F_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus"
"Malacoctenus margaritae",1292.9585,"Malacoctenus_margaritae_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus"
"Malacoctenus tetranemus",1314.5741,"Malacoctenus_tetranemus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus"
"Malacoctenus triangulatus",1518.2258,"Malacoctenus_triangulatus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus"
"Malacoctenus zonifer",1429.0007,"Malacoctenus_zonifer_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus"
"Malacoctenus zonogaster",1384.9312,"Malacoctenus_zonogaster_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus"
"Manonichthys splendens",1682.0692,"Manonichthys_splendens_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Manonichthys"
"Maxillicosta scabriceps",1375.0337,"Maxillicosta_scabriceps_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Neosebastidae","Maxillicosta"
"Mccoskerichthys sandae",1426.7549,"Mccoskerichthys_sandae_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Chaenopsidae","Mccoskerichthys"
"Mecaenichthys immaculatus",1788.0703,"Mecaenichthys_immaculatus_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Mecaenichthys"
"Medialuna californiensis",1207.8044,"Medialuna_californiensis_A_1","NO","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Medialuna"
"Megalops atlanticus",1179.4038,"Megalops_atlanticus_A_2","YES","Animalia","Chordata","Actinopteri","Elopiformes","Megalopidae","Megalops"
"Meiacanthus abruptus",1372.1084,"Meiacanthus_abruptus_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus atrodorsalis",1393.1328,"Meiacanthus_atrodorsalis_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus bundoon",1377.083,"Meiacanthus_bundoon_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus crinitus",1424.3813,"Meiacanthus_crinitus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus ditrema",1413.3691,"Meiacanthus_ditrema_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus grammistes",1511.7374,"Meiacanthus_grammistes_A_3","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus kamoharai",1492.5701,"Meiacanthus_kamoharai_A_3","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus lineatus",1454.2295,"Meiacanthus_lineatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus luteus",1597.063,"Meiacanthus_luteus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus mossambicus",1347.0894,"Meiacanthus_mossambicus_A_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus naevius",1297.7194,"Meiacanthus_naevius_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus nigrolineatus",1396.4569,"Meiacanthus_nigrolineatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus oualanensis",1467.2362,"Meiacanthus_oualanensis_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus phaeus",1346.1976,"Meiacanthus_phaeus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus smithi",1336.3682,"Meiacanthus_smithi_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Meiacanthus tongaensis",1502.8591,"Meiacanthus_tongaensis_A_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus"
"Melanogrammus aeglefinus",1288.4818,"Melanogrammus_aeglefinus_A_2","NO","Animalia","Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus"
"Melichthys indicus",1711.6821,"Melichthys_indicus_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Melichthys"
"Melichthys niger",1652.3381,"Melichthys_niger_A_3","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Melichthys"
"Melichthys vidua",1515.147,"Melichthys_vidua_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Melichthys"
"Mendosoma lineatum",1161.2399,"Mendosoma_lineatum_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Latridae","Mendosoma"
