"Importance","PriceCateg","UsedforAquaculture","UsedasBait","GameFish","sp_names_fishbase"
NA,"medium","never/rarely","never/rarely",0,"Abalistes stellatus"
NA,"unknown","never/rarely","never/rarely",0,"Abudefduf abdominalis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Abudefduf bengalensis"
NA,"unknown","never/rarely","never/rarely",0,"Abudefduf concolor"
NA,"unknown","never/rarely","never/rarely",0,"Abudefduf conformis"
NA,NA,NA,NA,NA,"Abudefduf luridus"
"of no interest","unknown","never/rarely","never/rarely",0,"Abudefduf notatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Abudefduf saxatilis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Abudefduf septemfasciatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Abudefduf sexfasciatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Abudefduf sordidus"
"of no interest","unknown","never/rarely","never/rarely",0,"Abudefduf sparoides"
NA,"unknown","never/rarely","never/rarely",0,"Abudefduf troschelii"
"subsistence fisheries","unknown","never/rarely","never/rarely",0,"Abudefduf vaigiensis"
NA,"unknown","never/rarely","never/rarely",0,"Abudefduf whitleyi"
NA,"unknown","never/rarely","never/rarely",0,"Acanthaluteres brownii"
NA,"unknown","never/rarely","never/rarely",0,"Acanthaluteres spilomelanurus"
NA,"unknown","never/rarely","never/rarely",0,"Acanthaluteres vittiger"
NA,"unknown","never/rarely","never/rarely",0,"Acanthemblemaria atrata"
NA,"unknown","never/rarely","never/rarely",0,"Acanthemblemaria castroi"
NA,"unknown","never/rarely","never/rarely",0,"Acanthemblemaria crockeri"
NA,"unknown","never/rarely","never/rarely",0,"Acanthemblemaria hancocki"
NA,"unknown","never/rarely","never/rarely",0,"Acanthemblemaria spinosa"
NA,"unknown","never/rarely","never/rarely",0,"Acanthemblemaria stephensi"
NA,"very high","never/rarely","never/rarely",0,"Acanthistius cinctus"
NA,"very high","never/rarely","never/rarely",0,"Acanthistius ocellatus"
NA,"very high","never/rarely","never/rarely",0,"Acanthistius pardalotus"
NA,"very high","never/rarely","never/rarely",0,"Acanthistius patachonicus"
"commercial","very high","never/rarely","never/rarely",1,"Acanthistius sebastoides"
NA,"very high","never/rarely","never/rarely",0,"Acanthistius serratus"
NA,"unknown","never/rarely",NA,0,"Acanthochromis polyacanthus"
"commercial","very high","never/rarely","never/rarely",1,"Acanthocybium solandri"
"commercial","very high","commercial","never/rarely",1,"Acanthopagrus australis"
"minor commercial","high","never/rarely","never/rarely",0,"Acanthopagrus bifasciatus"
NA,NA,"commercial","never/rarely",0,"Acanthopagrus latus"
"commercial","high","never/rarely","never/rarely",0,"Acanthostracion polygonius"
"minor commercial","high","never/rarely","never/rarely",0,"Acanthostracion quadricornis"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus achilles"
NA,"medium","never/rarely","never/rarely",0,"Acanthurus albipectoralis"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus auranticavus"
NA,NA,"never/rarely","never/rarely",0,"Acanthurus bahianus"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus bariene"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus blochii"
"minor commercial","medium","never/rarely","never/rarely",0,"Acanthurus chirurgus"
"of no interest",NA,"never/rarely","never/rarely",0,"Acanthurus chronixis"
"minor commercial","medium","never/rarely","occasionally",0,"Acanthurus coeruleus"
"minor commercial","medium","never/rarely","never/rarely",0,"Acanthurus dussumieri"
"minor commercial","medium","never/rarely","never/rarely",0,"Acanthurus fowleri"
NA,"medium","never/rarely","never/rarely",0,"Acanthurus gahhm"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus grammoptilus"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus guttatus"
NA,"medium","never/rarely","never/rarely",0,"Acanthurus leucocheilus"
"minor commercial","medium","never/rarely","never/rarely",0,"Acanthurus leucopareius"
"minor commercial","medium","never/rarely","never/rarely",0,"Acanthurus leucosternon"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus lineatus"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus maculiceps"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus mata"
"subsistence fisheries","medium","never/rarely","never/rarely",0,"Acanthurus nigricans"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus nigricauda"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus nigrofuscus"
NA,"medium","never/rarely","never/rarely",0,"Acanthurus nigroris"
NA,"medium","never/rarely","never/rarely",0,"Acanthurus nubilus"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus olivaceus"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus pyroferus"
NA,"medium","never/rarely","never/rarely",0,"Acanthurus reversus"
NA,"medium","never/rarely","never/rarely",0,"Acanthurus sohal"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus tennentii"
NA,"medium","never/rarely","never/rarely",0,"Acanthurus thompsoni"
"commercial","medium","never/rarely","never/rarely",0,"Acanthurus triostegus"
NA,"medium","never/rarely","never/rarely",0,"Acanthurus tristis"
"minor commercial","medium","never/rarely","never/rarely",0,"Acanthurus xanthopterus"
"minor commercial","very high","never/rarely","never/rarely",0,"Achoerodus gouldii"
NA,"very high","never/rarely","never/rarely",0,"Achoerodus viridis"
NA,"unknown","never/rarely","never/rarely",0,"Aetapcus maculatus"
"minor commercial","very high","never/rarely","never/rarely",1,"Aethaloperca rogaa"
NA,"very high","never/rarely","never/rarely",0,"Afurcagobius tamarensis"
NA,"unknown","never/rarely","never/rarely",0,"Aioliops brachypterus"
NA,"unknown","never/rarely","never/rarely",0,"Aioliops novaeguineae"
"minor commercial","unknown","never/rarely","usually",1,"Albula glossodonta"
"minor commercial","medium","never/rarely","never/rarely",1,"Alectis ciliaris"
"commercial","medium","never/rarely","never/rarely",1,"Alectis indica"
NA,"unknown","never/rarely","never/rarely",0,"Alloclinus holderi"
NA,"unknown","never/rarely","never/rarely",0,"Allomycterus pilatus"
"of no interest",NA,"never/rarely","never/rarely",0,"Alphestes immaculatus"
NA,"unknown","never/rarely","never/rarely",0,"Altrichthys azurelineatus"
NA,"unknown","never/rarely","never/rarely",0,"Altrichthys curatus"
NA,"unknown","never/rarely","never/rarely",1,"Aluterus scriptus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Amanses scopas"
NA,"low","never/rarely","never/rarely",0,"Ambassis jacksoniensis"
NA,"unknown","never/rarely","never/rarely",0,"Amblycirrhitus bimacula"
NA,"unknown","never/rarely","never/rarely",0,"Amblycirrhitus earnshawi"
NA,"unknown","never/rarely","never/rarely",0,"Amblycirrhitus pinos"
NA,"very high",NA,NA,0,"Amblyeleotris fasciata"
NA,"very high","never/rarely","never/rarely",0,"Amblyeleotris guttata"
"of no interest",NA,"never/rarely","never/rarely",0,"Amblyeleotris gymnocephala"
NA,"very high",NA,NA,0,"Amblyeleotris japonica"
NA,"very high","never/rarely","never/rarely",0,"Amblyeleotris periophthalma"
NA,"very high","never/rarely","never/rarely",0,"Amblyeleotris steinitzi"
NA,"very high","never/rarely","never/rarely",0,"Amblyeleotris sungami"
NA,"very high","never/rarely","never/rarely",0,"Amblyeleotris wheeleri"
NA,"unknown","never/rarely","never/rarely",0,"Amblyglyphidodon aureus"
NA,"unknown","never/rarely","never/rarely",0,"Amblyglyphidodon batunai"
"of no interest","unknown","never/rarely","never/rarely",0,"Amblyglyphidodon curacao"
NA,"unknown","never/rarely","never/rarely",0,"Amblyglyphidodon flavilatus"
NA,"unknown","never/rarely","never/rarely",0,"Amblyglyphidodon indicus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Amblyglyphidodon leucogaster"
NA,"unknown","never/rarely","never/rarely",0,"Amblyglyphidodon melanopterus"
NA,"unknown","never/rarely","never/rarely",0,"Amblyglyphidodon orbicularis"
NA,"unknown","never/rarely","never/rarely",0,"Amblyglyphidodon ternatensis"
NA,"very high","never/rarely","never/rarely",0,"Amblygobius buanensis"
NA,"very high","never/rarely","never/rarely",0,"Amblygobius bynoensis"
NA,"very high","never/rarely","never/rarely",0,"Amblygobius decussatus"
NA,"very high",NA,NA,0,"Amblygobius nocturnus"
"minor commercial","very high","never/rarely","never/rarely",0,"Amblygobius phalaena"
"of no interest",NA,"never/rarely","never/rarely",0,"Amblyrhynchotes honckenii"
"highly commercial","low","never/rarely","usually",0,"Ammodytes tobianus"
NA,"unknown","never/rarely","never/rarely",0,"Amphichaetodon howensis"
"minor commercial","unknown","never/rarely","never/rarely",0,"Amphichthys cryptocentrus"
"of no interest","unknown","never/rarely","never/rarely",0,"Amphiprion akallopisos"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion akindynos"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion allardi"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion bicinctus"
"subsistence fisheries","unknown","never/rarely","never/rarely",0,"Amphiprion chrysopterus"
"subsistence fisheries","unknown","never/rarely","never/rarely",0,"Amphiprion clarkii"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion ephippium"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion frenatus"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion fuscocaudatus"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion latezonatus"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion leucokranos"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion mccullochi"
"subsistence fisheries","unknown","never/rarely","never/rarely",0,"Amphiprion melanopus"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion nigripes"
"of no interest","unknown","never/rarely","never/rarely",0,"Amphiprion ocellaris"
"of no interest","unknown","never/rarely","never/rarely",0,"Amphiprion percula"
"of no interest","unknown","never/rarely","never/rarely",0,"Amphiprion perideraion"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion rubrocinctus"
NA,"unknown","never/rarely","never/rarely",0,"Amphiprion sandaracinos"
"minor commercial","very high","never/rarely","never/rarely",0,"Anampses caeruleopunctatus"
"of no interest",NA,"never/rarely","never/rarely",0,"Anampses cuvier"
"of no interest",NA,"never/rarely","never/rarely",0,"Anampses elegans"
NA,"very high","never/rarely","never/rarely",0,"Anampses femininus"
"minor commercial","very high","never/rarely","never/rarely",0,"Anampses geographicus"
NA,"very high","never/rarely","never/rarely",0,"Anampses lennardi"
NA,"very high","never/rarely","never/rarely",0,"Anampses lineatus"
NA,"very high","never/rarely","never/rarely",0,"Anampses melanurus"
"minor commercial","very high","never/rarely","never/rarely",0,"Anampses meleagrides"
"minor commercial","very high","never/rarely","never/rarely",0,"Anampses neoguinaicus"
"minor commercial","very high","never/rarely","never/rarely",0,"Anampses twistii"
"minor commercial","unknown","never/rarely","never/rarely",0,"Anarrhichthys ocellatus"
"commercial","unknown","commercial","never/rarely",1,"Anguilla anguilla"
"minor commercial","medium","never/rarely","never/rarely",0,"Anisotremus caesius"
"minor commercial","medium","never/rarely","never/rarely",1,"Anisotremus davidsonii"
"commercial","medium","never/rarely","never/rarely",0,"Anisotremus interruptus"
NA,"medium","never/rarely","never/rarely",0,"Anisotremus scapularis"
"commercial","medium","never/rarely","never/rarely",0,"Anisotremus surinamensis"
"minor commercial","medium","never/rarely","never/rarely",0,"Anisotremus taeniatus"
"minor commercial","medium","never/rarely","never/rarely",1,"Anisotremus virginicus"
NA,"unknown","never/rarely","never/rarely",0,"Anoplocapros amygdaloides"
NA,"unknown","never/rarely","never/rarely",0,"Anoplocapros inermis"
NA,"unknown","never/rarely","never/rarely",0,"Anoplocapros lenticularis"
"minor commercial","very high","never/rarely","never/rarely",1,"Anyperodon leucogrammicus"
"commercial","very high","never/rarely","never/rarely",1,"Aphareus furca"
"commercial","very high","never/rarely","never/rarely",1,"Aphareus rutilans"
NA,"unknown","never/rarely","never/rarely",0,"Aploactisoma milesii"
NA,"unknown","never/rarely","never/rarely",0,"Aplodactylus arctidens"
NA,"unknown","never/rarely","never/rarely",0,"Aplodactylus etheridgii"
NA,"unknown","never/rarely","never/rarely",0,"Aplodactylus lophodon"
NA,"unknown","never/rarely","never/rarely",0,"Aplodactylus westralis"
NA,"high","never/rarely","never/rarely",0,"Apogon atradorsatus"
"of no interest",NA,"never/rarely","never/rarely",0,"Apogon atricaudus"
NA,"high","never/rarely","never/rarely",0,"Apogon binotatus"
NA,"high",NA,NA,0,"Apogon dovii"
NA,"high","never/rarely"," ",0,"Apogon imberbis"
NA,"high","never/rarely","never/rarely",0,"Apogon lachneri"
NA,"high","never/rarely","never/rarely",0,"Apogon maculatus"
NA,"high","never/rarely","never/rarely",0,"Apogon pacificus"
"of no interest",NA,"never/rarely","never/rarely",0,"Apogon retrosella"
NA,"high","never/rarely","never/rarely",0,"Apogon townsendi"
NA,"high","never/rarely","never/rarely",0,"Apogonichthyoides timorensis"
"minor commercial","high","never/rarely","never/rarely",0,"Apolemichthys trimaculatus"
"highly commercial","very high","never/rarely","never/rarely",1,"Aprion virescens"
NA,"unknown","never/rarely","never/rarely",0,"Aracana aurita"
NA,"unknown","never/rarely","never/rarely",0,"Aracana ornata"
NA,"high","never/rarely","never/rarely",0,"Archamia bleekeri"
NA,"unknown","never/rarely","never/rarely",0,"Arcos poecilophthalmos"
NA,"very high","never/rarely","never/rarely",0,"Arenigobius frenatus"
"commercial","very high",NA,"never/rarely",1,"Argyrosomus hololepidotus"
"commercial","medium","commercial","never/rarely",1,"Argyrosomus japonicus"
"of no interest",NA,"never/rarely","never/rarely",0,"Arothron caeruleopunctatus"
NA,"very high","never/rarely","never/rarely",0,"Arothron diadematus"
"minor commercial","very high","never/rarely","never/rarely",0,"Arothron hispidus"
NA,"very high","never/rarely","never/rarely",0,"Arothron inconditus"
NA,"very high",NA,NA,0,"Arothron manilensis"
"minor commercial","very high","never/rarely","never/rarely",0,"Arothron mappa"
NA,"very high","never/rarely","never/rarely",0,"Arothron meleagris"
NA,"very high",NA,NA,0,"Arothron nigropunctatus"
"of no interest",NA,"never/rarely","never/rarely",0,"Arothron stellatus"
NA,NA,NA,NA,NA,"Arripis georgianus"
"commercial","very high","never/rarely","usually",1,"Arripis trutta"
"commercial","unknown","never/rarely","usually",1,"Arripis truttacea"
NA,"unknown","never/rarely","never/rarely",0,"Arripis xylabion"
NA,"low","never/rarely","never/rarely",0,"Artedius harringtoni"
NA,"unknown","never/rarely","never/rarely",0,"Aspasmogaster tasmaniensis"
NA,"unknown","never/rarely","never/rarely",0,"Aspidontus dussumieri"
NA,"unknown",NA,NA,0,"Aspidontus taeniatus"
NA,"unknown","never/rarely","never/rarely",0,"Assessor flavissimus"
NA,"unknown","never/rarely","never/rarely",0,"Assessor macneilli"
NA,"unknown","never/rarely","never/rarely",0,"Assessor randalli"
NA,"unknown","never/rarely","never/rarely",0,"Assiculus punctatus"
NA,"very high","never/rarely","never/rarely",0,"Asterropteryx semipunctata"
NA,"very high","never/rarely","never/rarely",0,"Asterropteryx striata"
"commercial","high","never/rarely","never/rarely",0,"Atherina boyeri"
"highly commercial","medium","never/rarely","never/rarely",0,"Atherina hepsetus"
"subsistence fisheries","medium","never/rarely","never/rarely",1,"Atherina presbyter"
"minor commercial","medium","never/rarely","never/rarely",0,"Atherinomorus vaigiensis"
"commercial","medium","never/rarely","never/rarely",1,"Atractoscion aequidens"
NA,"unknown","never/rarely","never/rarely",0,"Atrosalarias holomelas"
"minor commercial","medium","never/rarely","never/rarely",1,"Atule mate"
NA,"unknown","never/rarely","never/rarely",0,"Atypichthys latus"
NA,"unknown","never/rarely","never/rarely",0,"Atypichthys strigatus"
NA,"very high","never/rarely","never/rarely",0,"Aulacocephalus temminckii"
NA,"unknown","never/rarely","never/rarely",0,"Aulorhynchus flavidus"
NA,"very high","never/rarely","never/rarely",0,"Austrolabrus maculatus"
NA,"unknown","never/rarely","never/rarely",0,"Axoclinus cocoensis"
NA,"unknown","never/rarely","never/rarely",0,"Axoclinus lucillae"
NA,"unknown","never/rarely","never/rarely",0,"Axoclinus multicinctus"
NA,"unknown","never/rarely","never/rarely",0,"Axoclinus rubinoffi"
NA,"unknown","never/rarely","never/rarely",0,"Azurina eupalama"
"commercial","medium","never/rarely","never/rarely",0,"Balistapus undulatus"
"commercial","high","never/rarely","never/rarely",1,"Balistes capriscus"
"commercial","medium","never/rarely","never/rarely",0,"Balistes polylepis"
"commercial","medium","never/rarely","never/rarely",0,"Balistes punctatus"
"minor commercial","medium","never/rarely","never/rarely",1,"Balistes vetula"
"minor commercial","medium","never/rarely","never/rarely",0,"Balistoides conspicillum"
"commercial","medium","never/rarely","never/rarely",0,"Balistoides viridescens"
NA,"very high","never/rarely","never/rarely",0,"Bathygobius krefftii"
"of no interest",NA,"never/rarely","never/rarely",0,"Bathygobius lineatus"
NA,"unknown",NA,NA,0,"Bathystethus cultratus"
NA,"unknown","never/rarely","never/rarely",0,"Batrachoides boulengeri"
"commercial","high","never/rarely","never/rarely",1,"Belone belone"
NA,"very high","never/rarely","never/rarely",0,"Belonoperca chabanaudi"
"of no interest","unknown","never/rarely","never/rarely",0,"Blenniella chrysospilos"
NA,NA,"never/rarely","never/rarely",0,"Bodianus albotaeniatus"
NA,"very high","never/rarely","never/rarely",0,"Bodianus anthioides"
"minor commercial","very high","never/rarely","occasionally",0,"Bodianus axillaris"
"minor commercial","very high","never/rarely","never/rarely",1,"Bodianus bilunulatus"
"minor commercial","very high","never/rarely","never/rarely",0,"Bodianus diana"
NA,NA,"never/rarely","never/rarely",0,"Bodianus dictynna"
NA,"very high",NA,NA,0,"Bodianus diplotaenia"
"of no interest",NA,"never/rarely","never/rarely",0,"Bodianus eclancheri"
NA,"very high","never/rarely","never/rarely",0,"Bodianus frenchii"
"minor commercial","very high","never/rarely","never/rarely",0,"Bodianus loxozonus"
NA,"very high","never/rarely","never/rarely",0,"Bodianus mesothorax"
"commercial","very high","never/rarely","never/rarely",1,"Bodianus perditio"
"minor commercial","very high","never/rarely","never/rarely",0,"Bodianus rufus"
"minor commercial","very high","never/rarely","never/rarely",0,"Bodianus scrofa"
NA,"very high","never/rarely","never/rarely",0,"Bodianus unimaculatus"
"commercial","high","never/rarely","never/rarely",0,"Bolbometopon muricatum"
"highly commercial","high","never/rarely","usually",1,"Boops boops"
"minor commercial","very high","never/rarely","occasionally",0,"Boopsoidea inornata"
"highly commercial","high","never/rarely","never/rarely",0,"Boreogadus saida"
NA,"unknown","never/rarely","never/rarely",0,"Bothragonus occidentalis"
NA,"unknown","never/rarely","never/rarely",0,"Bovichtus angustifrons"
NA,"unknown","never/rarely","never/rarely",0,"Bovichtus argentinus"
NA,"unknown","never/rarely","never/rarely",0,"Brachaluteres jacksonianus"
NA,"unknown","never/rarely","never/rarely",0,"Brachionichthys hirsutus"
NA,"unknown","never/rarely","never/rarely",0,"Brachyistius frenatus"
NA,"very high","never/rarely","never/rarely",0,"Bryaninops amplus"
NA,"very high",NA,NA,0,"Bryaninops erythrops"
NA,"very high",NA,NA,0,"Bryaninops natans"
NA,"very high","never/rarely","never/rarely",0,"Bryaninops nexus"
NA,"very high","never/rarely","never/rarely",0,"Bryaninops yongei"
"commercial","medium","never/rarely","occasionally",0,"Caesio caerulaurea"
"commercial","medium","never/rarely","never/rarely",0,"Caesio cuning"
"minor commercial","medium","never/rarely","never/rarely",0,"Caesio lunaris"
"subsistence fisheries","medium","never/rarely","never/rarely",0,"Caesio striata"
"subsistence fisheries","medium","never/rarely","never/rarely",0,"Caesio suevica"
"minor commercial","medium","never/rarely","never/rarely",0,"Caesio teres"
"minor commercial","medium","never/rarely","occasionally",0,"Caesio varilineata"
"minor commercial","medium","never/rarely","never/rarely",0,"Caesio xanthonota"
NA,"very high","never/rarely","never/rarely",0,"Caesioperca lepidoptera"
"commercial","very high","never/rarely","never/rarely",0,"Caesioperca rasor"
NA,"very high","never/rarely","never/rarely",0,"Caesioscorpis theagenes"
"of no interest",NA,"never/rarely","never/rarely",0,"Caffrogobius nudiceps"
"minor commercial","medium","never/rarely","never/rarely",1,"Calamus bajonado"
"commercial","medium","never/rarely",NA,0,"Calamus brachysomus"
"minor commercial","medium","never/rarely","never/rarely",0,"Calamus calamus"
"commercial","medium","never/rarely","never/rarely",0,"Calamus pennatula"
"commercial","medium","never/rarely","never/rarely",0,"Calamus taurinus"
NA,"unknown","never/rarely","never/rarely",0,"Callanthias australis"
NA,"unknown","never/rarely","never/rarely",0,"Calliclinus geniguttatus"
NA,"unknown","never/rarely","never/rarely",0,"Callionymus comptus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Callionymus lyra"
NA,"unknown","never/rarely","never/rarely",0,"Calloplesiops altivelis"
"commercial","high","never/rarely","never/rarely",0,"Calotomus carolinus"
"commercial","high","never/rarely","never/rarely",1,"Calotomus japonicus"
"commercial","high","never/rarely","never/rarely",0,"Calotomus spinidens"
"minor commercial","high","never/rarely","never/rarely",0,"Calotomus viridescens"
NA,"high","never/rarely","never/rarely",0,"Cantherhines dumerilii"
NA,"high","never/rarely","never/rarely",0,"Cantherhines fronticinctus"
NA,"high","never/rarely","never/rarely",0,"Cantherhines longicaudus"
NA,"high","never/rarely","never/rarely",0,"Cantherhines macrocerus"
"minor commercial","high","never/rarely","never/rarely",0,"Cantherhines pardalis"
"subsistence fisheries","high","never/rarely","never/rarely",0,"Cantherhines pullus"
NA,"high","never/rarely","never/rarely",0,"Cantherhines sandwichiensis"
NA,"unknown","never/rarely","never/rarely",0,"Cantheschenia grandisquamis"
"commercial","medium","never/rarely","never/rarely",0,"Canthidermis maculata"
"commercial","medium","never/rarely","never/rarely",1,"Canthidermis sufflamen"
"of no interest",NA,"never/rarely","never/rarely",0,"Canthigaster amboinensis"
NA,NA,"never/rarely","never/rarely",0,"Canthigaster axiologus"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster bennetti"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster callisterna"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster capistrata"
"of no interest",NA,"never/rarely","never/rarely",0,"Canthigaster compressa"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster coronata"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster cyanetron"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster epilampra"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster figueiredoi"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster jactator"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster janthinoptera"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster marquesensis"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster papua"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster punctatissima"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster rapaensis"
"of no interest",NA,"never/rarely","never/rarely",0,"Canthigaster rivulata"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster rostrata"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster sanctaehelenae"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster smithae"
NA,"very high","never/rarely","never/rarely",0,"Canthigaster valentini"
NA,"very high","never/rarely","never/rarely",0,"Caprodon longimanus"
NA,"unknown","never/rarely","never/rarely",0,"Caracanthus maculatus"
NA,"unknown","never/rarely","never/rarely",0,"Caracanthus typicus"
NA,"unknown","never/rarely","never/rarely",0,"Caracanthus unipinna"
"commercial","medium","never/rarely","never/rarely",1,"Carangoides bajad"
NA,NA,NA,NA,NA,"Carangoides bartholomaei"
"commercial","medium","never/rarely","never/rarely",1,"Carangoides chrysophrys"
"commercial","medium","never/rarely","never/rarely",1,"Carangoides ferdau"
"commercial","medium","never/rarely","never/rarely",1,"Carangoides fulvoguttatus"
"commercial","medium","never/rarely","never/rarely",1,"Carangoides gymnostethus"
"commercial","medium","never/rarely","never/rarely",1,"Carangoides orthogrammus"
"minor commercial","medium","never/rarely","never/rarely",1,"Carangoides plagiotaenia"
"commercial","high","never/rarely","never/rarely",0,"Caranx caballus"
"commercial","high","never/rarely","never/rarely",1,"Caranx caninus"
"minor commercial","low","never/rarely","never/rarely",1,"Caranx crysos"
"commercial","high","commercial","never/rarely",1,"Caranx ignobilis"
"minor commercial","high","never/rarely","never/rarely",1,"Caranx latus"
"minor commercial","high","commercial","never/rarely",1,"Caranx lugubris"
"commercial","high","commercial","never/rarely",1,"Caranx melampygus"
"minor commercial","high","commercial","never/rarely",1,"Caranx papuensis"
"commercial","high","never/rarely","never/rarely",1,"Caranx sexfasciatus"
"commercial","low","never/rarely","never/rarely",1,"Caulolatilus princeps"
"commercial","high","never/rarely","never/rarely",0,"Centroberyx affinis"
"commercial","unknown","never/rarely","never/rarely",0,"Centroberyx gerrardi"
"minor commercial","unknown","never/rarely","never/rarely",0,"Centroberyx lineatus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Centrogenys vaigiensis"
"of no interest",NA,"never/rarely","never/rarely",0,"Centrolabrus exoletus"
NA,"very high","never/rarely","never/rarely",0,"Centrolabrus melanocercus"
NA,"unknown","never/rarely","never/rarely",0,"Centropogon australis"
"of no interest",NA,"never/rarely","never/rarely",0,"Centropyge acanthops"
NA,"high","never/rarely","never/rarely",0,"Centropyge argi"
"subsistence fisheries","high","never/rarely","never/rarely",0,"Centropyge bicolor"
"subsistence fisheries","high","never/rarely","never/rarely",0,"Centropyge bispinosa"
NA,"high","never/rarely","never/rarely",0,"Centropyge eibli"
NA,"high","never/rarely","never/rarely",0,"Centropyge ferrugata"
NA,"high","never/rarely","never/rarely",0,"Centropyge fisheri"
"subsistence fisheries","high","never/rarely","never/rarely",0,"Centropyge flavissima"
NA,"high","never/rarely","never/rarely",0,"Centropyge heraldi"
NA,"high","never/rarely","never/rarely",0,"Centropyge hotumatua"
NA,"high","never/rarely","never/rarely",0,"Centropyge joculator"
NA,"high","never/rarely","never/rarely",0,"Centropyge loriculus"
NA,"high","never/rarely","never/rarely",0,"Centropyge multispinis"
NA,"high","never/rarely","never/rarely",0,"Centropyge nox"
NA,"high","never/rarely","never/rarely",0,"Centropyge tibicen"
"subsistence fisheries","high","never/rarely","never/rarely",0,"Centropyge vrolikii"
"commercial","very high","never/rarely","never/rarely",1,"Cephalopholis argus"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Cephalopholis boenak"
"minor commercial","very high","never/rarely","never/rarely",0,"Cephalopholis cruentata"
"minor commercial","very high","never/rarely","never/rarely",0,"Cephalopholis cyanostigma"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Cephalopholis formosa"
"commercial","very high","never/rarely","never/rarely",0,"Cephalopholis fulva"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Cephalopholis hemistiktos"
"minor commercial","very high","never/rarely","never/rarely",0,"Cephalopholis leopardus"
"minor commercial","very high","never/rarely","never/rarely",0,"Cephalopholis microprion"
"commercial","very high","never/rarely","never/rarely",1,"Cephalopholis miniata"
NA,"very high","never/rarely","never/rarely",0,"Cephalopholis panamensis"
"subsistence fisheries","very high","never/rarely","never/rarely",1,"Cephalopholis sexmaculata"
"commercial","very high","never/rarely","never/rarely",0,"Cephalopholis sonnerati"
"minor commercial","very high","never/rarely","never/rarely",1,"Cephalopholis spiloparaea"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Cephalopholis urodeta"
"commercial","high","never/rarely","never/rarely",0,"Cetoscarus bicolor"
NA,NA,"never/rarely","never/rarely",0,"Cetoscarus ocellatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaenopsis schmitti"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodermis penicilligerus"
"minor commercial","medium","commercial","never/rarely",1,"Chaetodipterus faber"
NA,"medium","never/rarely","never/rarely",0,"Chaetodipterus zonatus"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon adiergastos"
NA,"unknown","never/rarely","never/rarely",0,"Chaetodon andamanensis"
