"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus","aesthe_effect"
"Taeniamia zosterophora",1369.9966,"Taeniamia_zosterophora_A_2","NO","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Taeniamia",-0.0156600528382546
"Taenianotus triacanthus",1626.3872,"Taenianotus_triacanthus_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Taenianotus",0.00595243695387263
"Taurulus bubalis",1314.3003,"Taurulus_bubalis_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Taurulus",-0.0208887679225943
"Tautoga onitis",1329.7935,"Tautoga_onitis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Tautoga",-0.0194123609537743
"Tautogolabrus adspersus",1231.2433,"Tautogolabrus_adspersus_J_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Tautogolabrus",-0.0291128367552694
"Tetractenos glaber",1672.03,"Tetractenos_glaber_A_3","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Tetractenos",0.00943927086775721
"Thalassoma amblycephalum",1399.719,"Thalassoma_amblycephalum_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",-0.0129560806780846
"Thalassoma bifasciatum",1535.6298,"Thalassoma_bifasciatum_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",-0.00128148794335625
"Thalassoma cupido",1620.5656,"Thalassoma_cupido_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.00550068119408018
"Thalassoma duperrey",1473.4661,"Thalassoma_duperrey_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",-0.00648743164672688
"Thalassoma grammaticum",1623.261,"Thalassoma_grammaticum_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.00571004545088336
"Thalassoma hardwicke",1554.99789018552,"Thalassoma_hardwicke_133","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.000297513908175571
"Thalassoma hebraicum",1844.483,"Thalassoma_hebraicum_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.021805688167059
"Thalassoma heiseri",1501.8286,"Thalassoma_heiseri_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",-0.00408547855107373
"Thalassoma jansenii",1568.199,"Thalassoma_jansenii_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.00136251612851377
"Thalassoma lucasanum",1550.1438,"Thalassoma_lucasanum_M_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",-9.63658105826025e-05
"Thalassoma lunare",1688.2036,"Thalassoma_lunare_M_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.0106520380277879
"Thalassoma lutescens",1636.3923,"Thalassoma_lutescens_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.00672506757562956
"Thalassoma nigrofasciatum",1359.9941,"Thalassoma_nigrofasciatum_F_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",-0.0165832324029775
"Thalassoma pavo",1716.6716,"Thalassoma_pavo_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.01275873817562
"Thalassoma purpureum",1732.33915640061,"Thalassoma_purpureum_male_138","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.0139033192270785
"Thalassoma quinquevittatum",1590.467,"Thalassoma_quinquevittatum_M_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.00313883753089817
"Thalassoma robertsoni",1436.4893,"Thalassoma_robertsoni_M_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",-0.00968929810507857
"Thalassoma rueppellii",1643.2185,"Thalassoma_rueppellii_A_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.00724950560200496
"Thalassoma septemfasciatum",1500.7737,"Thalassoma_septemfasciatum_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",-0.0041740003730053
"Thalassoma trilobatum",1648.988,"Thalassoma_trilobatum_M_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",0.00769106425605148
"Thalassoma virens",1358.3165,"Thalassoma_virens_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Thalassoma",-0.0167387309160637
"Thamnaconus analis",1423.685,"Thamnaconus_analis_A_3","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Thamnaconus",-0.01081728249332
"Thorogobius ephippiatus",1499.6638,"Thorogobius_ephippiatus_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Thorogobius",-0.00426720471249772
"Thunnus albacares",1245.475,"Thunnus_albacares_A_1","NO","Animalia","Chordata","Actinopteri","Scombriformes","Scombridae","Thunnus",-0.0276649926778723
"Thyrsites atun",1150.5787,"Thyrsites_atun_A_2","YES","Animalia","Chordata","Actinopteri","Scombriformes","Gempylidae","Thyrsites",-0.0376492739713623
"Thysanophrys cirronasa",1328.2261,"Thysanophrys_cirronasa_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Platycephalidae","Thysanophrys",-0.0195609403401195
"Tigrigobius harveyi",1391.9694,"Tigrigobius_harveyi_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Tigrigobius",-0.0136555204228494
"Tigrigobius nesiotes",1349.0605,"Tigrigobius_nesiotes_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Tigrigobius",-0.0176001473432393
"Tigrigobius redimiculus",1379.7555,"Tigrigobius_redimiculus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Tigrigobius",-0.0147658295100812
"Tigrigobius saucrus",1414.001,"Tigrigobius_saucrus_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Tigrigobius",-0.0116771449273986
"Tilodon sexfasciatus",1567.1576,"Tilodon_sexfasciatus_J_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Tilodon",0.00127882729906749
"Tomicodon bidens",1161.5975,"Tomicodon_bidens_A_1","NO","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Tomicodon",-0.036448521447553
"Torquigener pleurogramma",1296.5524,"Torquigener_pleurogramma_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Torquigener",-0.0226015737778064
"Torquigener squamicauda",1346.4277,"Torquigener_squamicauda_A_3","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Torquigener",-0.017846250632952
"Totoaba macdonaldi",1287.9846,"Totoaba_macdonaldi_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Totoaba",-0.0234368401628236
"Trachichthys australis",1347.6621,"Trachichthys_australis_A_2","YES","Animalia","Chordata","Actinopteri","Trachichthyiformes","Trachichthyidae","Trachichthys",-0.0177308041458405
"Trachinops brauni",1401.0549,"Trachinops_brauni_A_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Trachinops",-0.0128359005178411
"Trachinops caudimaculatus",1250.8779,"Trachinops_caudimaculatus_A_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Trachinops",-0.0271196638277484
"Trachinops noarlungae",1306.1189,"Trachinops_noarlungae_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Trachinops",-0.0216754424924599
"Trachinops taeniatus",1492.6699,"Trachinops_taeniatus_A_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Plesiopidae","Trachinops",-0.0048561121404557
"Trachinotus anak",1369.1417,"Trachinotus_anak_A_2","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachinotus",-0.0157386918808233
"Trachinotus baillonii",1286.667,"Trachinotus_baillonii_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachinotus",-0.0235657844191483
"Trachinotus blochii",1496.062,"Trachinotus_blochii_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachinotus",-0.00457014329567696
"Trachinotus ovatus",1307.1454,"Trachinotus_ovatus_A_3","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachinotus",-0.021576470460413
"Trachinotus rhodopus",1469.0981,"Trachinotus_rhodopus_A_1","NO","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachinotus",-0.00686145080488131
"Trachinotus stilbe",1231.4412,"Trachinotus_stilbe_A_1","NO","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachinotus",-0.029092589140713
"Trachinus draco",1426.7228,"Trachinus_draco_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Trachinidae","Trachinus",-0.0105487547321054
"Trachurus declivis",1210.1993,"Trachurus_declivis_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus",-0.0312846845055751
"Trachurus indicus",1169.5981,"Trachurus_indicus_A_1","NO","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus",-0.0355837877267806
"Trachurus japonicus",1194.1372,"Trachurus_japonicus_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus",-0.0329679413279058
"Trachurus mediterraneus",1309.285,"Trachurus_mediterraneus_A_2","NO","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus",-0.0213704262830959
"Trachurus novaezelandiae",1337.4377,"Trachurus_novaezelandiae_A_3","NO","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus",-0.0186902408859861
"Trachurus symmetricus",1183.7897,"Trachurus_symmetricus_A_1","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus",-0.0340643602526384
"Trachurus trachurus",1163.961,"Trachurus_trachurus_A_1","NO","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus",-0.0361924475368303
"Trachypoma macracanthus",1498.2234,"Trachypoma_macracanthus_A_3","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Trachypoma",-0.00438826583735101
"Tragulichthys jaculiferus",1396.6687,"Tragulichthys_jaculiferus_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Diodontidae","Tragulichthys",-0.0132309221023156
"Trianectes bucephalus",1247.2336,"Trianectes_bucephalus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Trianectes",-0.0274872333189054
"Tridentiger trigonocephalus",1338.1603,"Tridentiger_trigonocephalus_J_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Tridentiger",-0.0186221931074797
"Trimma benjamini",1283.5979,"Trimma_benjamini_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Trimma",-0.0238666484063993
"Trimma caesiura",1426.3348,"Trimma_caesiura_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Trimma",-0.0105830203079929
"Trimma lantana",1505.4138,"Trimma_lantana_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Trimma",-0.00378509094893081
"Trimma okinawae",1461.2015,"Trimma_okinawae_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Trimma",-0.00754044492212349
"Trimma striatum",1447.8015,"Trimma_striatum_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Trimma",-0.00870109297622684
"Trinorfolkia clarkei",1328.7544,"Trinorfolkia_clarkei_A_3","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Trinorfolkia",-0.0195108413356519
"Trinorfolkia cristata",1347.844,"Trinorfolkia_cristata_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Trinorfolkia",-0.0177138010020573
"Tripterygion delaisi",1521.3981,"Tripterygion_delaisi_M_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Tripterygion",-0.0024544861878045
"Tripterygion melanurum",1562.0186,"Tripterygion_melanurum_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Tripterygion",0.000865031729609469
"Trisopterus minutus",1261.0997,"Trisopterus_minutus_A_2","YES","Animalia","Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus",-0.0260943640560807
"Tylosurus crocodilus crocodilus",1308.6693,"Tylosurus_crocodilus_crocodilus_A_1","NO","Animalia","Chordata","Actinopteri","Beloniformes","Belonidae","Tylosurus",-0.0214296838679582
"Ucla xenogrammus",1425.4314,"Ucla_xenogrammus_J_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Ucla",-0.0106628387102283
"Ulua mentalis",1328.0833,"Ulua_mentalis_A_2","YES","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Ulua",-0.0195744855704789
"Umbrina galapagorum",1268.2703,"Umbrina_galapagorum_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Sciaenidae","Umbrina",-0.0253800632444117
"Upeneichthys lineatus",1470.2963,"Upeneichthys_lineatus_A_2","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Upeneichthys",-0.00675874184682711
"Upeneichthys vlamingii",1372.0834,"Upeneichthys_vlamingii_A_1","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Upeneichthys",-0.0154683018383254
"Upeneus moluccensis",1314.015,"Upeneus_moluccensis_A_1","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Upeneus",-0.0209161181635481
"Upeneus tragula",1346.6384,"Upeneus_tragula_A_1","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Upeneus",-0.017826537558143
"Uraspis helvola",1248.8706,"Uraspis_helvola_A_2","NO","Animalia","Chordata","Actinopteri","Carangiformes","Carangidae","Uraspis",-0.0273219903926338
"Valenciennea alleni",1303.7681,"Valenciennea_alleni_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Valenciennea",-0.0219023928869403
"Valenciennea helsdingenii",1481.0052,"Valenciennea_helsdingenii_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Valenciennea",-0.00584448117750951
"Valenciennea immaculata",1380.2595,"Valenciennea_immaculata_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Valenciennea",-0.014719819116795
"Valenciennea longipinnis",1438.0471,"Valenciennea_longipinnis_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Valenciennea",-0.00955275154108742
"Valenciennea muralis",1310.2195,"Valenciennea_muralis_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Valenciennea",-0.0212805392549659
"Valenciennea parva",1215.1393,"Valenciennea_parva_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Valenciennea",-0.0307714781602745
"Valenciennea puellaris",1575.1179,"Valenciennea_puellaris_A_1","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Valenciennea",0.00191712451723053
"Valenciennea randalli",1318.5557,"Valenciennea_randalli_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Valenciennea",-0.0204815278489212
"Valenciennea sexguttata",1345.844,"Valenciennea_sexguttata_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Valenciennea",-0.0179008776719436
"Valenciennea strigata",1480.7227,"Valenciennea_strigata_A_2","NO","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Valenciennea",-0.00586851429688138
"Variola albimarginata",1548.217,"Variola_albimarginata_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Variola",-0.00025305590810452
"Variola louti",1549.3256,"Variola_louti_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Variola",-0.00016287918459818
"Verulux cypselurus",1196.7548,"Verulux_cypselurus_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Verulux",-0.0326920866562226
"Vincentia conspersa",1370.6786,"Vincentia_conspersa_A_3","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Vincentia",-0.0155973533984936
"Vincentia novaehollandiae",1309.9822,"Vincentia_novaehollandiae_A_1","YES","Animalia","Chordata","Actinopteri","Kurtiformes","Apogonidae","Vincentia",-0.0213033584259185
"Vladichthys gloverensis",1318.4049,"Vladichthys_gloverensis_A_1","NO","Animalia","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Vladichthys",-0.0204959368723583
"Xanthichthys mento",1637.108,"Xanthichthys_mento_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Xanthichthys",0.00678015538286723
"Xenichthys agassizii",1180.2223,"Xenichthys_agassizii_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Haemulidae","Xenichthys",-0.0344445840610342
"Xenocys jessiae",1288.4727,"Xenocys_jessiae_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Haemulidae","Xenocys",-0.0233891067254074
"Xyrichtys novacula",1580.7847,"Xyrichtys_novacula_M_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Xyrichtys",0.00236955473885037
"Xyrichtys victori",1312.9739,"Xyrichtys_victori_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Xyrichtys",-0.0210159734537327
"Xyrichtys wellingtoni",1275.3647,"Xyrichtys_wellingtoni_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Xyrichtys",-0.0246773164843804
"Zabidius novemaculeatus",1235.2944,"Zabidius_novemaculeatus_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Ephippidae","Zabidius",-0.0286990063055331
"Zanclistius elevatus",1476.8744,"Zanclistius_elevatus_A_2","YES","Animalia","Chordata","Actinopteri","Acropomatiformes","Pentacerotidae","Zanclistius",-0.00619635811635136
"Zanclus cornutus",1801.2313,"Zanclus_cornutus_A_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Zanclidae","Zanclus",0.0188163312342022
"Zebrasoma desjardinii",1892.438,"Zebrasoma_desjardinii_J_1","NO","Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Zebrasoma",0.0250392462521343
"Zebrasoma flavescens",1739.7549,"Zebrasoma_flavescens_A_1","YES","Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Zebrasoma",0.0144414659887201
